post_id,author_id,cate_id,board,title,content,img_count,has_image,publish_time,post_age_hours,tags,topic_type,location_scope,price,need_pay,has_contact_info,report_status,finish_status,status,content_length,keyword_list
p_ext_000228,eEdxWGlwU1dzbXFTdXNqV2xIckdmNFROaUt5YWlJaW9sNGwwYkltTnVkQ3lqSVZwbEtpV2ZKT1VsYzZZamFpTGhLZG5oNHliZ0llSGlXSjI=,ext_009,社团活动,周末活动报名,本周末有线下活动，人数有限。,1,1,2026-05-31 21:21:57,63.5,志愿服务|活动|招新|社团|交友,社交,宿舍区,0.0,0,0,0,10,normal,14,志愿服务|活动|招新|社团|交友
p_ext_000229,czMxbnNaU251NUNBcHI2cGlHVzhkNGE2ZktXRlk2S0poMmlpZ28rbTA5dkZvMzJ5Z0xpN2VwV295TnVIWnNxTmhaUjhwSnFGaklTRGVXSjI=,ext_001,二手交易,出二手自行车,车况正常，适合校内通勤，北校园附近交易，可自提。,0,0,2026-05-19 08:13:57,364.6333,租房|电动车,生活,宿舍区,0.0,0,1,0,10,normal,24,租房|电动车
p_ext_000230,u_ext_00223,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,0,0,2026-04-18 19:27:57,1097.4,校园卡|宿舍|求问|打印店,生活,图书馆,0.0,0,0,0,10,normal,19,校园卡|宿舍|求问|打印店
p_ext_000231,u_ext_00105,ext_001,二手交易,出考研资料,资料保存完整，适合复习使用，价格可小刀。,0,0,2026-04-29 01:46:57,851.0833,租房|闲置,生活,宿舍区,0.0,1,1,0,10,normal,20,租房|闲置
p_ext_000232,u_ext_00489,ext_011,实习就业,暑期实习内推,岗位适合大三大四，有相关项目经验更好。,0,0,2026-01-01 20:57:57,3663.9,面试|简历|招聘,发展,图书馆,0.0,0,0,0,10,normal,19,面试|简历|招聘
p_ext_000233,u_ext_00144,ext_002,问答求助,求问校园卡补办流程,校园卡丢了，有没有同学知道补办需要带什么材料。,1,1,2026-05-08 07:04:57,629.7833,校园卡|课程资料|宿舍|打印店|求问,生活,校外,0.0,0,0,0,10,normal,23,校园卡|课程资料|宿舍|打印店|求问
p_ext_000234,dDN5QmZJbXF1cXlFME5DcGxxT29sWktwWTRpSW5tNnhnR1dMc0ppQXl0eXpqWUdFbHBXdVozNm4xTktJaksrdWZ0Q2FnNXQxb29hSWlXSjI=,ext_002,问答求助,求问南校哪里可以自习,最近想找安静地方复习，想问问大家有什么推荐。,0,0,2026-05-22 21:22:57,279.4833,宿舍|校园卡|打印店|求问|课程资料,生活,教学区,0.0,0,0,0,10,normal,22,宿舍|校园卡|打印店|求问|课程资料
p_ext_000235,u_ext_00256,ext_002,问答求助,求推荐附近打印店,需要打印课程资料，想找价格合适的位置。,0,0,2026-03-28 11:55:57,1608.9333,打印店|课程资料,生活,宿舍区,0.0,0,0,0,10,normal,19,打印店|课程资料
p_ext_000236,u_ext_00201,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,0,0,2026-02-18 18:23:57,2514.4667,校园卡|宿舍|打印店|求问,生活,食堂区,0.0,0,0,0,10,normal,19,校园卡|宿舍|打印店|求问
p_ext_000237,u_ext_00486,ext_001,二手交易,收二手电动车,预算有限，想收一辆能正常骑的电动车，最好有校区牌。,0,0,2025-12-11 18:16:57,4170.5833,电动车|教材,生活,图书馆,0.0,1,1,0,10,normal,25,电动车|教材
p_ext_000238,u_ext_00238,ext_012,兼职实习,短期兼职信息,适合课余时间，有意可以留言。,1,1,2026-05-03 22:24:57,734.45,薪资|招聘|家教|实习|兼职,发展,食堂区,0.0,0,0,0,10,normal,14,薪资|招聘|家教|实习|兼职
p_ext_000239,eEg5cnM1V1Z0NHlJcHFiU2phTFNybitVaUtxRm40K3hobWVlc1lTUnNkYkRvMlNobEpUSmE1Yk4wSmVXYU1hTGhjMXJybzE1b3FtT3IySjI=,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,0,0,2026-01-08 23:46:57,3493.0833,校园卡|打印店,生活,图书馆,0.0,0,0,0,10,normal,19,校园卡|打印店
p_ext_000240,dzVCMXI0WFB5WTJGbExYWGpZcTRub3FUb29LRllhNnRtWXVFaDRlTW01bXVzbml2aEpXU2tJak50ZGlNakxSNGtxZG5hSVI0ZkpLS2lXSjI=,ext_002,问答求助,求问校园卡补办流程,校园卡丢了，有没有同学知道补办需要带什么材料。,0,0,2026-03-01 21:45:57,2247.1,校园卡|求问|宿舍|课程资料|打印店,生活,校外,0.0,0,0,0,10,normal,23,校园卡|求问|宿舍|课程资料|打印店
p_ext_000241,u_ext_00205,ext_002,问答求助,求问南校哪里可以自习,最近想找安静地方复习，想问问大家有什么推荐。,1,1,2026-03-31 13:47:57,1535.0667,宿舍|打印店,生活,教学区,0.0,0,0,0,10,normal,22,宿舍|打印店
p_ext_000242,u_ext_00110,ext_004,校园生活,宿舍区附近有什么好吃的,想换换口味，求推荐附近小店。,0,0,2026-02-02 23:49:57,2893.0333,共享厨房|食堂|校园生活|校车|宿舍,社交,图书馆,0.0,0,0,0,10,normal,14,共享厨房|食堂|校园生活|校车|宿舍
p_ext_000243,u_ext_00176,ext_010,竞赛科研,创新项目经验,分享一下申报和结题过程。,0,0,2026-03-02 15:23:57,2229.4667,论文|科研项目|创新项目|组队|竞赛,发展,全校,0.0,0,0,0,10,normal,12,论文|科研项目|创新项目|组队|竞赛
p_ext_000244,u_ext_00168,ext_006,考研保研,复试经验整理,把最近问到的问题和准备过程记录一下。,0,0,2026-04-27 20:21:57,880.5,复试|学习经验|保研|考研|408,学习,校外,0.0,0,0,0,10,normal,18,复试|学习经验|保研|考研|408
p_ext_000245,u_ext_00406,ext_006,考研保研,有没有保研经验分享,想了解材料准备和面试注意事项。,0,0,2026-01-10 02:11:57,3466.6667,考研|408|复试,学习,校外,0.0,0,0,0,10,normal,15,考研|408|复试
p_ext_000246,czQrRmdaV3IwWW1FcHNpa2xwK2tycFduZUt1WVpKcUFqb2w4ajQyT25LeTRqWmVUZnBQVWFuK1NzdEdHbjg1K2k4MkVzSm1GaUhxRmlXSjI=,ext_003,恋爱交友,找健身搭子,每周两三次，强度不用太高。,0,0,2026-02-07 17:34:57,2779.2833,活动|羽毛球|搭子|拍照,社交,图书馆,0.0,0,0,0,10,normal,13,活动|羽毛球|搭子|拍照
p_ext_000247,u_ext_00244,ext_002,问答求助,求问校园卡补办流程,校园卡丢了，有没有同学知道补办需要带什么材料。,1,1,2026-03-15 11:17:57,1921.5667,求问|宿舍|校园卡,生活,教学区,0.0,0,0,0,10,normal,23,求问|宿舍|校园卡
p_ext_000248,u_ext_00274,ext_009,社团活动,社团活动招人,活动时间比较灵活，欢迎感兴趣的同学加入。,1,1,2026-05-03 08:59:57,747.8667,交友|活动,社交,校外,0.0,0,0,0,10,normal,20,交友|活动
p_ext_000249,u_ext_00327,ext_002,问答求助,求问南校哪里可以自习,最近想找安静地方复习，想问问大家有什么推荐。,0,0,2026-02-27 00:42:57,2316.15,打印店|课程资料|求问|校园卡|宿舍,生活,校外,0.0,0,0,0,10,normal,22,打印店|课程资料|求问|校园卡|宿舍
p_ext_000250,dG9DanFaZlJ0bWFMcHJLV2dHZXdqSk9tZ0tpTFpJQ0VtR2VxcElTTno3N0RnSDJ0aGFxVnFIN1Fxc3lWZXM2R2hicUlySXVyaUkrSGlXSjI=,ext_002,问答求助,求问校园卡补办流程,校园卡丢了，有没有同学知道补办需要带什么材料。,1,1,2026-04-03 06:41:57,1470.1667,求问|校园卡|课程资料|打印店,生活,校外,0.0,0,0,0,10,normal,23,求问|校园卡|课程资料|打印店
p_ext_000251,u_ext_00208,ext_003,恋爱交友,毕业照拍照搭子,想找同学一起拍照，时间可以商量。,1,1,2026-02-10 16:05:57,2708.7667,交友|活动|搭子|羽毛球,社交,食堂区,0.0,0,0,0,10,normal,16,交友|活动|搭子|羽毛球
p_ext_000252,u_ext_00481,ext_002,问答求助,求问南校哪里可以自习,最近想找安静地方复习，想问问大家有什么推荐。,1,1,2026-04-07 08:56:57,1371.9167,校园卡|课程资料|宿舍,生活,全校,0.0,0,0,0,10,normal,22,校园卡|课程资料|宿舍
p_ext_000253,u_ext_00371,ext_004,校园生活,有人一起去操场跑步吗,晚上想找搭子慢跑，节奏轻松就行。,1,1,2026-02-11 20:33:57,2680.3,校车|校园生活|宿舍|共享厨房|食堂,社交,校外,0.0,0,0,0,10,normal,16,校车|校园生活|宿舍|共享厨房|食堂
p_ext_000254,u_ext_00481,ext_012,兼职实习,兼职避坑提醒,整理一些常见注意事项。,0,0,2026-04-27 16:48:57,884.05,实习|家教|招聘,发展,教学区,0.0,0,0,0,10,normal,11,实习|家教|招聘
p_ext_000255,cjMrRms1ZXJyNE4vcWR2YWlJdktySkxjbHFlTG5hYXJpNkdpajVxbTA2KzFrSFd6bHMrN281UFF0cTZJZTZTRGdMcUxhWkNkZkdpQ2VXSjI=,ext_001,二手交易,毕业季出闲置,整理宿舍出一些闲置物品，优先校内自提。,1,1,2025-12-16 06:54:57,4061.95,电动车|教材|闲置,生活,食堂区,10.0,1,0,0,10,normal,19,电动车|教材|闲置
p_ext_000256,u_ext_00267,ext_002,问答求助,求推荐附近打印店,需要打印课程资料，想找价格合适的位置。,0,0,2026-04-20 23:25:57,1045.4333,求问|打印店|课程资料|宿舍|校园卡,生活,宿舍区,0.0,0,0,0,10,normal,19,求问|打印店|课程资料|宿舍|校园卡
p_ext_000257,dzQ5b2JJYTYwWXVLdHN5cGwzeXNacGFwaEdxT201cDhpNG1Nam94cnNlQ3ZhbXhwaTlETlpwV1MyS21ZakxTT2tyZDNzSVdlYjRHWHIySjI=,ext_013,失物招领,证件失物招领,在图书馆座位旁看到。,0,0,2025-12-17 08:36:57,4036.25,钥匙|教学楼|失物招领,生活,食堂区,0.0,0,0,0,10,normal,10,钥匙|教学楼|失物招领
p_ext_000258,dzQrWGhaYTV6V3FGdDlUTGdudW9yb1dUbld5TmhvQnFqbWlJcTQrbXk5SERwcHVobFpYVmdZYXBsYWlHZkp0K2hhcUVlcHVjWnFxRGVXSjI=,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,1,1,2026-03-01 00:47:57,2268.0667,校园卡|宿舍,生活,食堂区,0.0,0,0,0,10,normal,19,校园卡|宿舍
p_ext_000259,u_ext_00223,ext_002,问答求助,求问校园卡补办流程,校园卡丢了，有没有同学知道补办需要带什么材料。,0,0,2026-01-04 10:12:57,3602.65,校园卡|宿舍|课程资料|求问,生活,食堂区,0.0,0,0,0,10,normal,23,校园卡|宿舍|课程资料|求问
p_ext_000260,dTQ2TmZJemRxbWw5azY2MWpYcThnNHFTbnEySm5ZeHRnWitNcElxa3ZiQ3ZqWDJ4ZjlDU2U1SzZwcldVZmJpRmhhbXFwWXVHbnF1SGlXSjI=,ext_002,问答求助,求推荐附近打印店,需要打印课程资料，想找价格合适的位置。,0,0,2026-04-15 11:22:57,1177.4833,宿舍|校园卡|课程资料|求问,生活,食堂区,0.0,0,0,0,10,normal,19,宿舍|校园卡|课程资料|求问
p_ext_000261,u_ext_00132,ext_004,校园生活,今天食堂这个菜怎么样,中午路过看到很多人排队，想问问味道如何。,0,0,2026-01-25 15:20:57,3093.5167,食堂|宿舍|校车|校园生活,社交,校外,0.0,0,0,0,10,normal,20,食堂|宿舍|校车|校园生活
p_ext_000262,u_ext_00239,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,0,0,2026-03-08 05:14:57,2095.6167,校园卡|打印店|求问|课程资料|宿舍,生活,宿舍区,0.0,0,0,0,10,normal,19,校园卡|打印店|求问|课程资料|宿舍
p_ext_000263,u_ext_00416,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,0,0,2026-05-06 23:42:57,661.15,求问|打印店|宿舍,生活,图书馆,0.0,0,0,0,10,normal,19,求问|打印店|宿舍
p_ext_000264,eFkxNWo0ZTdxNHVMazZxdGw0dTRkMzY2ZktxT2hZU3NsMmVWYklXTnJkMnZmNStEZjVUTmVZT1RzcWFZaXF5Vms3bWxhNXRocldpTGlXSjI=,ext_003,恋爱交友,毕业照拍照搭子,想找同学一起拍照，时间可以商量。,0,0,2025-12-19 20:28:57,3976.3833,活动|羽毛球,社交,图书馆,0.0,0,0,0,10,normal,16,活动|羽毛球
p_ext_000265,dDQ1MWk1ZTN4YkIvazY2MmxYcXdvSU8zZktHWWhxWm9tR2RqYVptUnZhN0NwWTJLaDZlM1pwWE9wcFNNWnJSK2twSnJlcGxpa0krTGlXSjI=,ext_002,问答求助,求问南校哪里可以自习,最近想找安静地方复习，想问问大家有什么推荐。,1,1,2025-12-09 04:28:57,4232.3833,校园卡|宿舍|求问|课程资料,生活,校外,0.0,0,0,0,10,normal,22,校园卡|宿舍|求问|课程资料
p_ext_000266,u_ext_00204,ext_001,二手交易,出考研资料,资料保存完整，适合复习使用，价格可小刀。,0,0,2025-12-13 16:08:57,4124.7167,二手交易|闲置,生活,食堂区,0.0,0,1,0,10,normal,20,二手交易|闲置
p_ext_000267,u_ext_00479,ext_009,社团活动,志愿服务招募,需要几位同学协助现场秩序。,0,0,2025-12-29 22:07:57,3734.7333,活动|社团,社交,教学区,0.0,0,0,0,10,normal,13,活动|社团
p_ext_000268,u_ext_00153,ext_003,恋爱交友,周末有人一起打羽毛球吗,新手友好，主要想活动一下。,1,1,2026-02-15 04:58:57,2599.8833,搭子|羽毛球|拍照,社交,校外,0.0,0,0,0,10,normal,13,搭子|羽毛球|拍照
p_ext_000269,u_ext_00148,ext_002,问答求助,求问南校哪里可以自习,最近想找安静地方复习，想问问大家有什么推荐。,0,0,2026-03-03 02:55:57,2217.9333,课程资料|宿舍|校园卡|打印店|求问,生活,宿舍区,0.0,0,0,0,10,normal,22,课程资料|宿舍|校园卡|打印店|求问
p_ext_000270,u_ext_00113,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,0,0,2026-05-07 16:27:57,644.4,打印店|宿舍|求问|校园卡,生活,全校,0.0,0,0,0,10,normal,19,打印店|宿舍|求问|校园卡
p_ext_000271,u_ext_00288,ext_002,问答求助,求问校园卡补办流程,校园卡丢了，有没有同学知道补办需要带什么材料。,0,0,2026-01-01 12:27:57,3672.4,打印店|求问,生活,图书馆,0.0,0,0,0,10,normal,23,打印店|求问
p_ext_000272,u_ext_00256,ext_001,二手交易,收二手电动车,预算有限，想收一辆能正常骑的电动车，最好有校区牌。,3,1,2026-02-07 12:17:57,2784.5667,教材|电动车|租房,生活,食堂区,50.0,1,0,0,10,normal,25,教材|电动车|租房
p_ext_000273,u_ext_00499,ext_003,恋爱交友,找学习搭子,希望互相监督学习，地点可以在图书馆。,0,0,2026-05-04 18:37:57,714.2333,活动|羽毛球,社交,宿舍区,0.0,0,0,0,10,normal,18,活动|羽毛球
p_ext_000274,u_ext_00452,ext_002,问答求助,求推荐附近打印店,需要打印课程资料，想找价格合适的位置。,1,1,2026-02-05 02:12:57,2842.65,宿舍|校园卡,生活,全校,0.0,0,0,0,10,normal,19,宿舍|校园卡
p_ext_000275,u_ext_00159,ext_001,二手交易,毕业季出闲置,整理宿舍出一些闲置物品，优先校内自提。,0,0,2026-03-02 13:02:57,2231.8167,二手交易|租房,生活,教学区,10.0,0,0,0,10,normal,19,二手交易|租房
p_ext_000276,u_ext_00349,ext_001,二手交易,毕业季出闲置,整理宿舍出一些闲置物品，优先校内自提。,3,1,2025-12-24 19:27:57,3857.4,电动车|教材,生活,宿舍区,10.0,0,0,0,10,normal,19,电动车|教材
p_ext_000277,czQrTmdYK3FyNFdVcDh6S2xvcXdoNVRNZUdpUmQ1MXFsbWVIc1lPbHZidTFhNStSbHFtbmk0dTFuWldYb05LRmZOeUlpWnA1ZkllVnIySjI=,ext_003,恋爱交友,周末有人一起打羽毛球吗,新手友好，主要想活动一下。,0,0,2026-05-18 23:47:57,373.0667,拍照|交友|活动|羽毛球|搭子,社交,宿舍区,0.0,0,0,0,10,normal,13,拍照|交友|活动|羽毛球|搭子
p_ext_000278,u_ext_00276,ext_006,考研保研,复试经验整理,把最近问到的问题和准备过程记录一下。,0,0,2026-04-17 01:22:57,1139.4833,学习经验|408,学习,食堂区,0.0,0,0,0,10,normal,18,学习经验|408
p_ext_000279,u_ext_00342,ext_013,失物招领,捡到校园卡,在教学楼附近捡到，失主可以联系认领。,1,1,2026-05-18 14:10:57,382.6833,失物招领|校园卡|证件|教学楼,生活,全校,0.0,0,0,0,10,normal,18,失物招领|校园卡|证件|教学楼
p_ext_000280,dzQrWGhaYTV6V3FGdDlUTGdudW9yb1dUbld5TmhvQnFqbWlJcTQrbXk5SERwcHVobFpYVmdZYXBsYWlHZkp0K2hhcUVlcHVjWnFxRGVXSjI=,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,0,0,2026-03-02 16:13:57,2228.6333,课程资料|求问,生活,全校,0.0,0,0,0,10,normal,19,课程资料|求问
p_ext_000281,u_ext_00239,ext_007,课程评价,期末重点有吗,复习范围有点大，想交流一下重点。,0,0,2026-04-16 21:41:57,1143.1667,期末|老师|选课|给分,学习,教学区,0.0,0,0,0,10,normal,16,期末|老师|选课|给分
p_ext_000282,u_ext_00242,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,1,1,2025-12-17 14:16:57,4030.5833,打印店|课程资料,生活,教学区,0.0,0,0,0,10,normal,19,打印店|课程资料
p_ext_000283,u_ext_00428,ext_002,问答求助,求问南校哪里可以自习,最近想找安静地方复习，想问问大家有什么推荐。,0,0,2026-05-18 12:34:57,384.2833,校园卡|打印店|课程资料|求问,生活,教学区,0.0,0,0,0,10,normal,22,校园卡|打印店|课程资料|求问
p_ext_000284,u_ext_00251,ext_013,失物招领,证件失物招领,在图书馆座位旁看到。,0,0,2025-12-07 17:11:57,4267.6667,证件|教学楼,生活,宿舍区,0.0,0,0,0,10,normal,10,证件|教学楼
p_ext_000285,u_ext_00392,ext_013,失物招领,请帮忙找背包,今天下午可能落在自习室。,0,0,2026-03-23 07:47:57,1733.0667,证件|教学楼|钥匙,生活,食堂区,0.0,0,0,0,10,normal,12,证件|教学楼|钥匙
p_ext_000286,u_ext_00226,ext_011,实习就业,暑期实习内推,岗位适合大三大四，有相关项目经验更好。,0,0,2026-05-07 14:05:57,646.7667,面试|招聘|就业|简历,发展,图书馆,0.0,0,1,0,10,normal,19,面试|招聘|就业|简历
p_ext_000287,cjdLWGpuK1V5R2VTcWNpdWwzcXduWWVTcG95T2hwNXJpWXQ0Zkl5Tng3aTJmbzF1aExpYWJJUzUxNWFXWjgxcGxiZUloSnVGZjJ1SmlXSjI=,ext_002,问答求助,求问校园卡补办流程,校园卡丢了，有没有同学知道补办需要带什么材料。,1,1,2026-02-20 15:12:57,2469.65,课程资料|求问|校园卡,生活,图书馆,0.0,0,0,0,10,normal,23,课程资料|求问|校园卡
p_ext_000288,dFk2aWE0UzVyNmVMdUw3UmxwK3dkNVc2aUgrTGRvaWlqcUtXczVxa3VhN0VqV05zaGFpdmczNlUwTHVGaXBPRWhzK2RycHFlakl1SmlXSjI=,ext_007,课程评价,老师上课风格讨论,准备下学期选课，想了解课堂节奏。,1,1,2026-03-27 15:08:57,1629.7167,期末|课程评价|老师|选课|给分,学习,宿舍区,0.0,0,0,0,10,normal,16,期末|课程评价|老师|选课|给分
p_ext_000289,u_ext_00203,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,0,0,2026-05-01 22:26:57,782.4167,求问|校园卡|打印店,生活,宿舍区,0.0,0,0,0,10,normal,19,求问|校园卡|打印店
p_ext_000290,u_ext_00354,ext_001,二手交易,出考研资料,资料保存完整，适合复习使用，价格可小刀。,1,1,2026-05-14 19:57:57,472.9,租房|电动车|闲置,生活,图书馆,50.0,0,1,0,10,normal,20,租房|电动车|闲置
p_ext_000291,u_ext_00318,ext_001,二手交易,出二手自行车,车况正常，适合校内通勤，南校园附近交易，可自提。,0,0,2025-12-17 19:14:57,4025.6167,租房|闲置|二手交易|电动车|教材,生活,全校,0.0,0,0,0,10,normal,24,租房|闲置|二手交易|电动车|教材
p_ext_000292,u_ext_00246,ext_004,校园生活,吐槽一下今天的校车,等车时间有点久，大家最近有没有类似情况。,0,0,2025-12-07 01:11:57,4283.6667,共享厨房|食堂|宿舍,社交,宿舍区,0.0,0,0,0,10,normal,20,共享厨房|食堂|宿舍
p_ext_000293,u_ext_00473,ext_012,兼职实习,短期兼职信息,适合课余时间，有意可以留言。,1,1,2026-03-13 13:49:57,1967.0333,实习|薪资|兼职|招聘|家教,发展,校外,0.0,0,1,0,10,normal,14,实习|薪资|兼职|招聘|家教
p_ext_000294,u_ext_00113,ext_010,竞赛科研,竞赛组队招募,方向初步确定，缺会写代码和做展示的同学。,0,0,2025-12-09 22:08:57,4214.7167,科研项目|论文|组队|竞赛|创新项目,发展,教学区,0.0,0,0,0,10,normal,20,科研项目|论文|组队|竞赛|创新项目
p_ext_000295,dEk5a2duK3JxcStJcVpYUWhtYThqWVdwbGE2TmRtdU9pSDJhcEllUnBkRzdmWUN4ZjVXcWFaS3F6OWlJZkphdGZaT2FiSnBpakxLR2lXSjI=,ext_006,考研保研,考研学习搭子,希望每天互相打卡，保持节奏。,0,0,2026-05-03 17:12:57,739.65,复试|学习经验,学习,食堂区,0.0,0,0,0,10,normal,14,复试|学习经验
p_ext_000296,u_ext_00155,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,0,0,2026-04-27 07:38:57,893.2167,课程资料|校园卡|求问|打印店|宿舍,生活,全校,0.0,0,0,0,10,normal,19,课程资料|校园卡|求问|打印店|宿舍
p_ext_000297,u_ext_00152,ext_003,恋爱交友,找健身搭子,每周两三次，强度不用太高。,0,0,2026-05-26 09:38:57,195.2167,羽毛球|搭子|活动|拍照|交友,社交,食堂区,0.0,0,0,0,10,normal,13,羽毛球|搭子|活动|拍照|交友
p_ext_000298,u_ext_00494,ext_001,二手交易,出考研资料,资料保存完整，适合复习使用，价格可小刀。,3,1,2025-12-26 03:27:57,3825.4,二手交易|闲置,生活,校外,50.0,0,0,0,10,normal,20,二手交易|闲置
p_ext_000299,u_ext_00395,ext_002,问答求助,求问南校哪里可以自习,最近想找安静地方复习，想问问大家有什么推荐。,0,0,2026-04-14 21:02:57,1191.8167,求问|课程资料|宿舍|校园卡|打印店,生活,图书馆,0.0,0,0,0,10,normal,22,求问|课程资料|宿舍|校园卡|打印店
p_ext_000300,u_ext_00218,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,0,0,2026-02-06 07:47:57,2813.0667,求问|打印店,生活,图书馆,0.0,0,0,0,10,normal,19,求问|打印店
p_ext_000301,u_ext_00152,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,1,1,2026-04-18 13:44:57,1103.1167,宿舍|课程资料|打印店,生活,校外,0.0,0,0,0,10,normal,19,宿舍|课程资料|打印店
p_ext_000302,dUkyTmk0RGRzNnVHek5DbmlIeTRxSUtUb1cySlk1QnNsMldFa29la3ROaTFqblN4bHM2WlpvV1MxTnFHZkxTQmlMbUVnNDJkZUl1SGlXSjI=,ext_001,二手交易,毕业季出闲置,整理宿舍出一些闲置物品，优先校内自提。,0,0,2026-03-24 03:31:57,1713.3333,闲置|教材|电动车|租房,生活,食堂区,150.0,0,1,0,10,normal,19,闲置|教材|电动车|租房
p_ext_000303,dDQxa2k1T3JvNnlHcWEzWW1JcXZyWWFTaElDTWhacUxqWjkwaDVDenFhaTBmMmV2aUpTamdZU1Z2dG1VWlp1VmY3aUVhWnRqYjZxQ2VXSjI=,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,0,0,2026-01-17 22:17:57,3278.5667,课程资料|校园卡|求问,生活,宿舍区,0.0,0,0,0,10,normal,19,课程资料|校园卡|求问
p_ext_000304,dDJsMWtaYTZ5WG1IdDZxbGdHWEdaWlNvbm1pRWVJU25ocU56YkptT3VkRzdwSFd6aTlDYWg1T3FxcXlXcjhaNWs1S1dxNHAxajJpTGlXSjI=,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,0,0,2025-12-22 07:00:57,3917.85,宿舍|求问|课程资料|打印店,生活,教学区,0.0,0,0,0,10,normal,19,宿舍|求问|课程资料|打印店
p_ext_000305,eFgyamdvR28xR2lTdWRqTmg2KzhuNFROcG9HYm5KQ0ppcCthZTVDUDB0MnZqNk9JaHMyamVvak12cWFYaXBPbWY4MmVrSW1lYjRPSWlXSjI=,ext_003,恋爱交友,周末有人一起打羽毛球吗,新手友好，主要想活动一下。,0,0,2026-01-13 23:07:57,3373.7333,活动|交友|搭子|羽毛球|拍照,社交,全校,0.0,0,0,0,10,normal,13,活动|交友|搭子|羽毛球|拍照
p_ext_000306,u_ext_00247,ext_002,问答求助,求推荐附近打印店,需要打印课程资料，想找价格合适的位置。,0,0,2026-02-14 23:16:57,2605.5833,打印店|校园卡|求问|课程资料,生活,宿舍区,0.0,0,0,0,10,normal,19,打印店|校园卡|求问|课程资料
p_ext_000307,u_ext_00364,ext_001,二手交易,毕业季出闲置,整理宿舍出一些闲置物品，优先校内自提。,1,1,2026-02-12 19:26:57,2657.4167,电动车|二手交易|租房,生活,全校,0.0,0,1,0,10,normal,19,电动车|二手交易|租房
p_ext_000308,u_ext_00339,ext_002,问答求助,宿舍维修一般多久来,已经报修了，想问问大家一般多久能处理。,1,1,2026-04-21 23:06:57,1021.75,宿舍|打印店|课程资料|校园卡,生活,校外,0.0,0,0,0,10,normal,19,宿舍|打印店|课程资料|校园卡
p_ext_000309,u_ext_00426,ext_002,问答求助,求推荐附近打印店,需要打印课程资料，想找价格合适的位置。,0,0,2026-05-12 07:02:57,533.8167,打印店|课程资料|宿舍,生活,图书馆,0.0,0,0,0,10,normal,19,打印店|课程资料|宿舍
p_ext_000310,u_ext_00222,ext_001,二手交易,出二手自行车,车况正常，适合校内通勤，南校园附近交易，可自提。,5,1,2026-01-01 06:17:57,3678.5667,教材|闲置|二手交易|租房|电动车,生活,全校,20.0,0,0,0,10,normal,24,教材|闲置|二手交易|租房|电动车
p_ext_000311,u_ext_00340,ext_001,二手交易,出二手自行车,车况正常，适合校内通勤，深圳校区附近交易，可自提。,2,1,2026-02-14 04:44:57,2624.1167,电动车|教材|租房,生活,图书馆,10.0,1,0,0,10,normal,25,电动车|教材|租房
p_ext_000312,u_ext_00369,ext_010,竞赛科研,论文阅读小组,一起读论文，互相讲解重点。,1,1,2026-05-01 22:29:57,782.3667,组队|竞赛|科研项目,发展,教学区,0.0,0,0,0,10,normal,13,组队|竞赛|科研项目
p_ext_000313,u_ext_00217,ext_002,问答求助,求问校园卡补办流程,校园卡丢了，有没有同学知道补办需要带什么材料。,1,1,2025-12-07 00:23:57,4284.4667,求问|宿舍,生活,食堂区,0.0,0,0,0,10,normal,23,求问|宿舍
p_ext_000314,u_ext_00345,ext_001,二手交易,出二手自行车,车况正常，适合校内通勤，深圳校区附近交易，可自提。,0,0,2026-01-17 10:50:57,3290.0167,教材|电动车|闲置,生活,食堂区,0.0,1,0,0,10,normal,25,教材|电动车|闲置
p_ext_000315,u_ext_00241,ext_001,二手交易,收二手电动车,预算有限，想收一辆能正常骑的电动车，最好有校区牌。,0,0,2026-04-11 06:18:57,1278.55,教材|电动车,生活,宿舍区,0.0,1,1,0,10,normal,25,教材|电动车
p_ext_000316,u_ext_00419,ext_001,二手交易,收二手电动车,预算有限，想收一辆能正常骑的电动车，最好有校区牌。,0,0,2026-03-09 05:34:57,2071.2833,教材|二手交易|闲置,生活,校外,10.0,0,1,0,10,normal,25,教材|二手交易|闲置
