post_id,view_count,like_count,comment_count,collect_count,dislike_count,hot_val,hot_rank,hot_score,final_hot_score,quality_score,update_time
p_ext_000775,4401,160,231,113,18,1020.1,275,1020.1,8.8934,0.0366,2026-06-03 12:51:57
p_ext_000771,874,95,75,45,9,234.8,276,234.8,8.8888,0.0797,2026-06-03 12:51:57
p_ext_000650,1313,40,14,24,0,283.6,277,283.6,8.8427,0.0203,2026-06-03 12:51:57
p_ext_001834,1499,126,14,99,2,361.6,278,361.6,8.7863,0.0551,2026-06-03 12:51:57
p_ext_001737,362,12,3,14,0,79.7,279,79.7,8.5444,0.0276,2026-06-03 12:51:57
p_ext_000706,1109,93,24,60,13,268.9,280,268.9,8.4972,0.0524,2026-06-03 12:51:57
p_ext_001981,1472,100,175,26,12,382.1,281,382.1,8.4723,0.064,2026-06-03 12:51:57
p_ext_001916,1057,122,124,31,14,291.4,282,291.4,8.4627,0.0832,2026-06-03 12:51:57
p_ext_000607,1914,150,213,60,35,503.7,283,503.7,8.4611,0.0681,2026-06-03 12:51:57
p_ext_000327,414,17,26,14,7,98.5,284,98.5,8.4509,0.0417,2026-06-03 12:51:57
p_ext_000820,333,43,21,8,2,87.4,285,87.4,8.4467,0.0713,2026-06-03 12:51:57
p_ext_001300,389,31,12,18,7,94.3,286,94.3,8.3038,0.0497,2026-06-03 12:51:57
p_ext_000120,3871,405,334,172,44,1030.3,287,1030.3,8.2474,0.0758,2026-06-03 12:51:57
p_ext_000593,280,40,30,17,3,80.4,288,80.4,8.1803,0.1012,2026-06-03 12:51:57
2101516892,56,1,0,0,0,0.0,289,11.5,8.1099,0.0062,2026-06-03 12:51:57
p_ext_000206,938,160,49,36,8,257.5,290,257.5,8.1078,0.0871,2026-06-03 12:51:57
p_ext_000396,825,116,52,64,5,228.2,291,228.2,8.0514,0.0941,2026-06-03 12:51:57
p_ext_001279,307,31,32,12,3,82.7,292,82.7,8.0356,0.0783,2026-06-03 12:51:57
p_ext_001713,654,112,48,48,12,188.4,293,188.4,7.9725,0.104,2026-06-03 12:51:57
p_ext_000919,331,27,19,15,3,83.0,294,83.0,7.9415,0.0598,2026-06-03 12:51:57
p_ext_000885,1873,171,156,113,16,495.3,295,495.3,7.8795,0.0763,2026-06-03 12:51:57
p_ext_001780,794,64,66,51,5,208.0,296,208.0,7.8767,0.0744,2026-06-03 12:51:57
p_ext_001432,1647,177,47,27,21,402.0,297,402.0,7.8536,0.0494,2026-06-03 12:51:57
p_ext_001345,114,10,12,8,0,31.0,298,31.0,7.6622,0.0868,2026-06-03 12:51:57
p_ext_000437,4020,542,319,59,52,1074.1,299,1074.1,7.6287,0.0735,2026-06-03 12:51:57
p_ext_000419,630,57,30,27,1,157.5,300,157.5,7.5721,0.0606,2026-06-03 12:51:57
p_ext_001849,1296,164,105,64,16,352.7,301,352.7,7.5144,0.0834,2026-06-03 12:51:57
p_ext_000415,2900,80,314,62,29,710.6,302,710.6,7.5111,0.0476,2026-06-03 12:51:57
p_ext_001523,329,36,28,11,1,87.2,303,87.2,7.5091,0.0749,2026-06-03 12:51:57
2101601503,39,1,0,0,0,0.0,304,8.1,7.4723,0.009,2026-06-03 12:51:57
p_ext_000845,390,8,8,28,4,88.4,305,88.4,7.4333,0.0364,2026-06-03 12:51:57
p_ext_000403,812,127,17,39,10,213.4,306,213.4,7.3983,0.0754,2026-06-03 12:51:57
p_ext_001252,429,45,49,11,0,116.2,307,116.2,7.3771,0.08,2026-06-03 12:51:57
p_ext_000797,153,19,2,0,3,36.9,308,36.9,7.3555,0.0435,2026-06-03 12:51:57
p_ext_001034,282,10,14,11,0,65.8,309,65.8,7.2825,0.041,2026-06-03 12:51:57
p_ext_001591,831,121,96,22,11,235.7,310,235.7,7.2517,0.0922,2026-06-03 12:51:57
p_ext_000630,220,17,7,0,0,51.2,311,51.2,7.2439,0.0366,2026-06-03 12:51:57
2101532187,40,0,2,0,0,0.0,312,8.6,7.2423,0.015,2026-06-03 12:51:57
p_ext_001788,266,10,5,13,1,60.3,313,60.3,7.2378,0.0352,2026-06-03 12:51:57
p_ext_000821,1597,191,22,104,2,404.1,314,404.1,7.1903,0.0685,2026-06-03 12:51:57
p_ext_001387,2912,96,14,13,10,618.0,315,618.0,7.1452,0.0139,2026-06-03 12:51:57
p_ext_000783,949,143,24,53,17,250.5,316,250.5,7.1068,0.0763,2026-06-03 12:51:57
p_ext_001120,902,84,89,24,2,237.1,317,237.1,7.104,0.0711,2026-06-03 12:51:57
p_ext_000357,275,48,4,5,0,71.6,318,71.6,7.0915,0.0718,2026-06-03 12:51:57
p_ext_000788,512,64,43,16,2,137.7,319,137.7,7.0666,0.0791,2026-06-03 12:51:57
p_ext_000290,624,51,15,7,11,146.0,320,146.0,7.0517,0.0362,2026-06-03 12:51:57
p_ext_000898,949,105,63,26,17,245.4,321,245.4,7.0265,0.0646,2026-06-03 12:51:57
p_ext_001999,3205,64,377,111,57,795.5,322,795.5,6.9726,0.0508,2026-06-03 12:51:57
p_ext_000768,907,108,96,40,8,250.6,323,250.6,6.9541,0.0871,2026-06-03 12:51:57
p_ext_001266,164,27,19,4,2,47.4,324,47.4,6.9514,0.0985,2026-06-03 12:51:57
p_ext_000902,2152,159,66,10,32,499.9,325,499.9,6.9309,0.0337,2026-06-03 12:51:57
p_ext_000897,1244,173,138,42,11,350.5,326,350.5,6.8412,0.092,2026-06-03 12:51:57
p_ext_000681,3620,292,272,243,63,941.8,327,941.8,6.8375,0.0708,2026-06-03 12:51:57
p_ext_000277,389,68,35,22,5,113.1,328,113.1,6.8361,0.1054,2026-06-03 12:51:57
p_ext_000519,271,26,15,21,2,70.7,329,70.7,6.8346,0.0758,2026-06-03 12:51:57
p_ext_000555,697,118,41,5,3,188.1,330,188.1,6.8036,0.0786,2026-06-03 12:51:57
p_ext_001794,326,17,17,13,5,78.0,331,78.0,6.7663,0.0448,2026-06-03 12:51:57
p_ext_000798,891,130,95,7,0,247.1,332,247.1,6.7546,0.0858,2026-06-03 12:51:57
p_ext_001083,859,99,4,3,11,203.3,333,203.3,6.729,0.0404,2026-06-03 12:51:57
p_ext_000828,677,109,15,41,9,180.8,334,180.8,6.7041,0.0815,2026-06-03 12:51:57
p_ext_001730,3480,511,139,140,12,919.0,335,919.0,6.659,0.0768,2026-06-03 12:51:57
p_ext_000535,57,2,1,0,0,12.3,336,12.3,6.6362,0.0175,2026-06-03 12:51:57
p_ext_001884,1167,63,17,49,2,267.2,337,267.2,6.6275,0.0376,2026-06-03 12:51:57
2101598143,36,0,0,0,0,0.0,338,7.2,6.6167,0.0,2026-06-03 12:51:57
p_ext_001237,1584,52,163,37,26,388.7,339,388.7,6.6123,0.0473,2026-06-03 12:51:57
p_ext_001817,648,55,20,18,2,155.7,340,155.7,6.5843,0.0481,2026-06-03 12:51:57
p_ext_001032,3344,56,195,95,54,763.1,341,763.1,6.582,0.0301,2026-06-03 12:51:57
p_ext_001543,1277,167,29,91,18,332.4,342,332.4,6.5694,0.0747,2026-06-03 12:51:57
p_ext_000169,234,34,6,9,3,60.6,343,60.6,6.5054,0.0694,2026-06-03 12:51:57
2101622130,33,1,0,0,0,0.0,344,6.9,6.4901,0.0106,2026-06-03 12:51:57
p_ext_001449,451,79,13,4,6,118.6,345,118.6,6.4574,0.0704,2026-06-03 12:51:57
p_ext_001583,787,121,39,44,2,214.2,346,214.2,6.4495,0.0877,2026-06-03 12:51:57
p_ext_000688,2299,397,170,124,13,654.7,347,654.7,6.4395,0.1004,2026-06-03 12:51:57
p_ext_001044,2197,206,151,134,1,573.3,348,573.3,6.414,0.0747,2026-06-03 12:51:57
p_ext_000624,1009,14,12,60,12,221.6,349,221.6,6.4116,0.0269,2026-06-03 12:51:57
p_ext_000376,1261,33,72,61,21,295.9,350,295.9,6.4091,0.0399,2026-06-03 12:51:57
p_ext_000413,1366,222,47,44,12,362.7,351,362.7,6.3756,0.0767,2026-06-03 12:51:57
p_ext_000260,1339,31,94,68,17,318.9,352,318.9,6.3701,0.0444,2026-06-03 12:51:57
p_ext_000876,474,75,13,10,1,123.2,353,123.2,6.2562,0.0706,2026-06-03 12:51:57
p_ext_001746,308,17,8,19,1,72.9,354,72.9,6.2043,0.0481,2026-06-03 12:51:57
p_ext_000195,1113,91,14,58,6,265.7,355,265.7,6.2021,0.0496,2026-06-03 12:51:57
p_ext_001810,3131,278,46,79,0,739.2,356,739.2,6.1777,0.0443,2026-06-03 12:51:57
p_ext_001293,552,39,11,43,2,134.0,357,134.0,6.1706,0.0572,2026-06-03 12:51:57
p_ext_000355,299,51,14,1,2,79.5,358,79.5,6.1196,0.0736,2026-06-03 12:51:57
p_ext_001112,340,54,13,9,1,89.9,359,89.9,6.1145,0.0757,2026-06-03 12:51:57
p_ext_001919,3221,358,344,155,14,885.8,360,885.8,6.09,0.0869,2026-06-03 12:51:57
p_ext_001477,572,95,13,24,4,151.6,361,151.6,6.0753,0.0782,2026-06-03 12:51:57
p_ext_001778,505,90,12,20,6,135.6,362,135.6,5.9994,0.081,2026-06-03 12:51:57
p_ext_001085,4192,93,423,26,62,998.4,363,998.4,5.9341,0.0372,2026-06-03 12:51:57
p_ext_000946,895,140,87,53,17,257.7,364,257.7,5.8501,0.1008,2026-06-03 12:51:57
p_ext_000887,1782,71,210,17,28,444.1,365,444.1,5.8249,0.0495,2026-06-03 12:51:57
p_ext_001412,657,96,6,11,1,164.2,366,164.2,5.8231,0.0594,2026-06-03 12:51:57
p_ext_000776,3234,316,240,120,64,837.6,367,837.6,5.8092,0.0655,2026-06-03 12:51:57
p_ext_000691,4287,51,376,158,52,1017.1,368,1017.1,5.8044,0.0409,2026-06-03 12:51:57
p_ext_000747,452,72,21,34,2,125.1,369,125.1,5.8036,0.0951,2026-06-03 12:51:57
p_ext_000175,3047,328,316,195,56,841.6,370,841.6,5.8012,0.0875,2026-06-03 12:51:57
p_ext_000368,227,22,22,16,2,61.8,371,61.8,5.778,0.0859,2026-06-03 12:51:57
p_ext_000375,3020,96,120,10,27,670.8,372,670.8,5.7582,0.0224,2026-06-03 12:51:57
p_ext_001030,1091,90,22,27,20,257.2,373,257.2,5.7467,0.0399,2026-06-03 12:51:57
p_ext_001682,888,143,78,46,1,253.1,374,253.1,5.7329,0.1006,2026-06-03 12:51:57
p_ext_001166,638,95,62,42,12,183.1,375,183.1,5.7205,0.1005,2026-06-03 12:51:57
p_ext_001070,635,58,51,28,8,165.3,376,165.3,5.72,0.069,2026-06-03 12:51:57
p_ext_000655,2957,329,274,144,6,801.1,377,801.1,5.7168,0.0834,2026-06-03 12:51:57
p_ext_000512,2508,65,108,115,10,576.5,378,576.5,5.7148,0.0372,2026-06-03 12:51:57
p_ext_000459,409,22,2,11,4,91.2,379,91.2,5.6886,0.0278,2026-06-03 12:51:57
p_ext_001953,847,94,13,46,14,210.7,380,210.7,5.6432,0.0591,2026-06-03 12:51:57
p_ext_000632,1008,165,49,59,3,277.6,381,277.6,5.6296,0.0918,2026-06-03 12:51:57
p_ext_001876,1072,143,30,48,0,275.9,382,275.9,5.571,0.0708,2026-06-03 12:51:57
p_ext_000330,1873,77,45,36,9,418.4,383,418.4,5.5657,0.0274,2026-06-03 12:51:57
p_ext_001124,246,43,8,15,1,67.5,384,67.5,5.5183,0.0915,2026-06-03 12:51:57
p_ext_000191,2051,208,93,124,15,525.3,385,525.3,5.5011,0.0688,2026-06-03 12:51:57
p_ext_000847,648,10,59,50,7,160.3,386,160.3,5.4853,0.0576,2026-06-03 12:51:57
p_ext_001948,1785,282,99,129,16,497.1,387,497.1,5.4825,0.0954,2026-06-03 12:51:57
p_ext_001577,953,165,70,10,18,263.1,388,263.1,5.482,0.0825,2026-06-03 12:51:57
p_ext_000816,603,75,39,24,5,159.6,389,159.6,5.4704,0.0752,2026-06-03 12:51:57
p_ext_001938,555,62,14,35,8,140.8,390,140.8,5.4411,0.0659,2026-06-03 12:51:57
p_ext_001724,788,25,77,54,7,199.0,391,199.0,5.3977,0.0626,2026-06-03 12:51:57
p_ext_000273,684,12,66,26,12,165.4,392,165.4,5.3772,0.0449,2026-06-03 12:51:57
p_ext_001047,1504,33,31,100,24,340.0,393,340.0,5.3698,0.0339,2026-06-03 12:51:57
p_ext_000531,413,61,14,22,5,109.5,394,109.5,5.3666,0.0781,2026-06-03 12:51:57
p_ext_001809,152,15,14,0,1,39.1,395,39.1,5.3654,0.0609,2026-06-03 12:51:57
p_ext_001426,321,51,23,7,3,87.8,396,87.8,5.3566,0.0829,2026-06-03 12:51:57
p_ext_001516,2140,315,186,31,13,584.5,397,584.5,5.3479,0.0814,2026-06-03 12:51:57
p_ext_001734,623,106,15,36,10,168.1,398,168.1,5.2885,0.0838,2026-06-03 12:51:57
p_ext_000341,808,10,93,48,9,202.1,399,202.1,5.2822,0.0574,2026-06-03 12:51:57
p_ext_001025,254,12,3,6,2,56.5,400,56.5,5.2694,0.0268,2026-06-03 12:51:57
p_ext_000649,2175,375,100,85,40,594.5,401,594.5,5.2149,0.0841,2026-06-03 12:51:57
p_ext_000794,1286,32,68,23,14,291.8,402,291.8,5.172,0.0287,2026-06-03 12:51:57
p_ext_001411,321,32,36,22,0,89.0,403,89.0,5.1679,0.0925,2026-06-03 12:51:57
p_ext_000320,2866,222,307,228,40,777.5,404,777.5,5.1472,0.0843,2026-06-03 12:51:57
p_ext_000998,624,66,36,38,8,163.0,405,163.0,5.136,0.0731,2026-06-03 12:51:57
p_ext_001908,564,44,12,42,0,138.0,406,138.0,5.1348,0.0598,2026-06-03 12:51:57
p_ext_000930,241,14,8,18,4,58.4,407,58.4,5.1334,0.0531,2026-06-03 12:51:57
p_ext_001564,783,8,89,36,3,192.9,408,192.9,5.1252,0.053,2026-06-03 12:51:57
p_ext_000412,395,50,15,6,3,99.7,409,99.7,5.1225,0.0595,2026-06-03 12:51:57
p_ext_001211,2199,111,63,30,3,498.0,410,498.0,5.1169,0.0308,2026-06-03 12:51:57
p_ext_001856,580,16,8,33,5,129.8,411,129.8,5.1153,0.032,2026-06-03 12:51:57
p_ext_000723,232,21,20,6,2,59.9,412,59.9,5.103,0.0649,2026-06-03 12:51:57
p_ext_001035,718,85,32,15,5,181.7,413,181.7,5.0796,0.0607,2026-06-03 12:51:57
p_ext_000715,289,48,2,11,0,75.0,414,75.0,5.0336,0.0735,2026-06-03 12:51:57
p_ext_001653,807,43,67,38,9,202.0,415,202.0,5.022,0.0578,2026-06-03 12:51:57
p_ext_000957,321,22,21,11,0,79.3,416,79.3,5.0177,0.0556,2026-06-03 12:51:57
p_ext_000254,803,35,28,32,7,185.9,417,185.9,4.9134,0.0379,2026-06-03 12:51:57
p_ext_001259,1143,103,50,81,21,290.7,418,290.7,4.8956,0.0658,2026-06-03 12:51:57
p_ext_001716,1191,114,81,20,13,300.7,419,300.7,4.8877,0.0576,2026-06-03 12:51:57
p_ext_001703,260,43,2,5,2,66.5,420,66.5,4.8865,0.0654,2026-06-03 12:51:57
p_ext_001711,317,3,24,14,5,74.3,421,74.3,4.8717,0.0383,2026-06-03 12:51:57
p_ext_001455,933,118,59,9,13,241.5,422,241.5,4.868,0.0638,2026-06-03 12:51:57
p_ext_001425,1007,153,38,77,2,274.1,423,274.1,4.8334,0.0909,2026-06-03 12:51:57
p_ext_000405,3111,388,58,66,9,769.2,424,769.2,4.8199,0.0561,2026-06-03 12:51:57
p_ext_001135,713,117,75,4,6,201.0,425,201.0,4.8097,0.0893,2026-06-03 12:51:57
p_ext_001985,1643,47,80,11,5,368.9,426,368.9,4.7952,0.0264,2026-06-03 12:51:57
p_ext_001662,2468,135,254,146,13,639.5,427,639.5,4.7844,0.0697,2026-06-03 12:51:57
p_ext_000372,582,8,25,42,2,134.7,428,134.7,4.7751,0.0423,2026-06-03 12:51:57
p_ext_001016,137,6,14,9,1,35.2,429,35.2,4.7738,0.0675,2026-06-03 12:51:57
p_ext_000332,645,102,70,1,3,180.8,430,180.8,4.7224,0.0875,2026-06-03 12:51:57
p_ext_001878,665,50,49,30,12,168.7,431,168.7,4.7082,0.0606,2026-06-03 12:51:57
p_ext_001336,2980,212,50,162,17,707.0,432,707.0,4.7048,0.0478,2026-06-03 12:51:57
p_ext_000199,391,16,15,6,2,88.7,433,88.7,4.6794,0.0302,2026-06-03 12:51:57
p_ext_000839,601,97,69,10,3,172.0,434,172.0,4.6513,0.0958,2026-06-03 12:51:57
p_ext_001415,562,88,34,16,8,152.2,435,152.2,4.6347,0.0801,2026-06-03 12:51:57
p_ext_001183,2217,108,238,25,44,552.2,436,552.2,4.6056,0.0492,2026-06-03 12:51:57
p_ext_001074,674,9,77,35,6,167.6,437,167.6,4.5813,0.0553,2026-06-03 12:51:57
p_ext_000244,704,34,67,7,13,172.5,438,172.5,4.5771,0.0452,2026-06-03 12:51:57
p_ext_001522,684,50,76,26,3,179.8,439,179.8,4.5707,0.0713,2026-06-03 12:51:57
p_ext_001058,2631,139,307,92,12,678.4,440,678.4,4.5636,0.0648,2026-06-03 12:51:57
p_ext_001993,1547,162,143,8,23,402.5,441,402.5,4.559,0.0632,2026-06-03 12:51:57
p_ext_001932,543,82,2,7,3,135.2,442,135.2,4.5391,0.0574,2026-06-03 12:51:57
2101519891,28,0,1,0,0,0.0,443,5.9,4.4882,0.0107,2026-06-03 12:51:57
p_ext_001364,392,66,1,15,7,101.5,444,101.5,4.4738,0.0695,2026-06-03 12:51:57
p_ext_000422,681,115,72,26,10,197.5,445,197.5,4.472,0.1012,2026-06-03 12:51:57
p_ext_001832,1043,76,121,3,15,268.3,446,268.3,4.405,0.0584,2026-06-03 12:51:57
p_ext_000802,575,84,65,8,11,161.3,447,161.3,4.4028,0.0861,2026-06-03 12:51:57
p_ext_001753,249,7,26,16,0,62.9,448,62.9,4.3729,0.0637,2026-06-03 12:51:57
p_ext_000540,725,80,84,35,1,201.2,449,201.2,4.3656,0.09,2026-06-03 12:51:57
p_ext_001402,1468,104,36,13,9,338.2,450,338.2,4.3648,0.034,2026-06-03 12:51:57
p_ext_000744,1240,94,142,35,0,325.8,451,325.8,4.3625,0.0708,2026-06-03 12:51:57
p_ext_001273,466,37,43,7,9,118.6,452,118.6,4.3558,0.0569,2026-06-03 12:51:57
p_ext_000557,514,82,56,9,8,146.0,453,146.0,4.325,0.0915,2026-06-03 12:51:57
p_ext_000148,1522,53,82,33,20,351.5,454,351.5,4.3232,0.0333,2026-06-03 12:51:57
p_ext_001699,181,10,20,1,1,45.4,455,45.4,4.2974,0.0533,2026-06-03 12:51:57
p_ext_000861,2115,357,26,116,13,561.1,456,561.1,4.2764,0.0807,2026-06-03 12:51:57
p_ext_000800,486,68,15,30,0,128.1,457,128.1,4.2714,0.0798,2026-06-03 12:51:57
p_ext_001491,1171,28,125,9,4,281.9,458,281.9,4.2702,0.0424,2026-06-03 12:51:57
p_ext_000309,417,34,12,10,5,99.2,459,99.2,4.2681,0.0432,2026-06-03 12:51:57
p_ext_001027,768,91,46,37,0,202.1,460,202.1,4.26,0.0763,2026-06-03 12:51:57
p_ext_001863,2046,72,241,145,20,532.1,461,532.1,4.2587,0.0705,2026-06-03 12:51:57
p_ext_000234,206,31,2,12,0,53.5,462,53.5,4.2309,0.076,2026-06-03 12:51:57
p_ext_001924,623,86,55,36,7,174.1,463,174.1,4.227,0.0928,2026-06-03 12:51:57
p_ext_000910,556,58,32,33,4,144.8,464,144.8,4.1821,0.0731,2026-06-03 12:51:57
p_ext_000588,1426,89,144,6,2,356.3,465,356.3,4.1717,0.0533,2026-06-03 12:51:57
p_ext_001122,1801,322,18,120,26,486.2,466,486.2,4.1589,0.086,2026-06-03 12:51:57
p_ext_001009,2089,276,41,112,5,535.3,467,535.3,4.1439,0.0704,2026-06-03 12:51:57
p_ext_000685,230,31,23,17,3,65.6,468,65.6,4.1287,0.1004,2026-06-03 12:51:57
p_ext_000832,641,12,5,33,6,139.9,469,139.9,4.1116,0.025,2026-06-03 12:51:57
p_ext_001850,2561,81,261,190,10,652.8,470,652.8,4.1113,0.0668,2026-06-03 12:51:57
p_ext_000370,1032,39,69,11,4,241.0,471,241.0,4.1036,0.0362,2026-06-03 12:51:57
p_ext_001327,258,27,7,1,0,62.0,472,62.0,4.0984,0.0461,2026-06-03 12:51:57
p_ext_001115,1728,159,55,18,32,413.4,473,413.4,4.098,0.0417,2026-06-03 12:51:57
p_ext_001553,1600,71,191,76,17,413.8,474,413.8,4.0897,0.0658,2026-06-03 12:51:57
p_ext_000106,228,4,15,4,2,52.1,475,52.1,4.0778,0.0303,2026-06-03 12:51:57
p_ext_001428,925,96,21,72,9,234.5,476,234.5,4.0771,0.0684,2026-06-03 12:51:57
p_ext_001107,439,41,45,20,4,117.6,477,117.6,4.0736,0.0776,2026-06-03 12:51:57
p_ext_001389,1465,211,79,34,19,386.8,478,386.8,4.0707,0.0721,2026-06-03 12:51:57
p_ext_001796,1273,190,73,9,19,335.3,479,335.3,4.0637,0.0689,2026-06-03 12:51:57
p_ext_001020,257,44,14,18,2,72.4,480,72.4,4.0606,0.0992,2026-06-03 12:51:57
p_ext_000484,600,8,35,10,11,134.9,481,134.9,4.0462,0.0243,2026-06-03 12:51:57
p_ext_001827,297,10,16,6,5,68.4,482,68.4,4.0306,0.0316,2026-06-03 12:51:57
p_ext_001098,820,37,60,59,2,204.9,483,204.9,4.0304,0.0624,2026-06-03 12:51:57
p_ext_000156,1525,114,80,72,20,377.6,484,377.6,4.025,0.0558,2026-06-03 12:51:57
p_ext_001343,347,8,35,18,1,85.9,485,85.9,4.0217,0.0559,2026-06-03 12:51:57
p_ext_001479,394,53,27,17,1,106.2,486,106.2,4.0122,0.0822,2026-06-03 12:51:57
p_ext_001230,565,44,42,24,6,143.6,487,143.6,4.0081,0.0623,2026-06-03 12:51:57
p_ext_001839,265,43,16,10,0,72.7,488,72.7,3.9857,0.0881,2026-06-03 12:51:57
p_ext_001998,458,65,17,3,8,116.8,489,116.8,3.9556,0.0596,2026-06-03 12:51:57
p_ext_000285,1104,141,76,16,0,289.1,490,289.1,3.9489,0.0704,2026-06-03 12:51:57
p_ext_001514,391,48,15,16,5,100.3,491,100.3,3.9473,0.0662,2026-06-03 12:51:57
p_ext_000565,2916,132,290,28,37,715.4,492,715.4,3.9392,0.0465,2026-06-03 12:51:57
p_ext_000882,1431,83,120,69,3,360.9,493,360.9,3.9332,0.0619,2026-06-03 12:51:57
p_ext_001952,581,86,53,41,8,166.1,494,166.1,3.9274,0.1011,2026-06-03 12:51:57
p_ext_000381,2702,70,272,26,40,648.2,495,648.2,3.9241,0.0397,2026-06-03 12:51:57
p_ext_001158,431,76,7,5,6,112.1,496,112.1,3.9143,0.0679,2026-06-03 12:51:57
p_ext_001063,396,41,12,18,0,98.7,497,98.7,3.8951,0.0612,2026-06-03 12:51:57
p_ext_001090,1180,190,103,15,23,326.9,498,326.9,3.8902,0.0831,2026-06-03 12:51:57
p_ext_000547,456,69,29,29,6,126.4,499,126.4,3.8852,0.0917,2026-06-03 12:51:57
p_ext_000443,1192,190,92,90,11,341.0,500,341.0,3.8323,0.1035,2026-06-03 12:51:57
p_ext_001222,616,101,18,29,10,164.7,501,164.7,3.8294,0.0794,2026-06-03 12:51:57
p_ext_000761,371,42,3,13,1,90.3,502,90.3,3.8285,0.0538,2026-06-03 12:51:57
p_ext_001391,160,7,6,10,1,37.9,503,37.9,3.8275,0.0472,2026-06-03 12:51:57
p_ext_000296,585,22,44,42,6,145.2,504,145.2,3.7993,0.0588,2026-06-03 12:51:57
p_ext_001665,2136,334,35,72,29,552.3,505,552.3,3.7709,0.0687,2026-06-03 12:51:57
p_ext_000235,1032,101,34,43,7,255.5,506,255.5,3.7552,0.0574,2026-06-03 12:51:57
p_ext_001224,192,14,15,13,2,49.7,507,49.7,3.6986,0.0706,2026-06-03 12:51:57
p_ext_000231,557,50,26,2,0,134.6,508,134.6,3.6915,0.0467,2026-06-03 12:51:57
p_ext_001862,393,45,27,13,3,102.8,509,102.8,3.6631,0.0707,2026-06-03 12:51:57
p_ext_001125,380,23,43,28,1,101.4,510,101.4,3.6572,0.0804,2026-06-03 12:51:57
p_ext_001301,580,70,23,36,8,151.1,511,151.1,3.6504,0.0731,2026-06-03 12:51:57
p_ext_000939,1744,201,71,5,11,431.4,512,431.4,3.6465,0.0523,2026-06-03 12:51:57
p_ext_001520,342,33,2,10,2,80.9,513,80.9,3.6263,0.0446,2026-06-03 12:51:57
p_ext_000407,1654,194,85,108,6,436.1,514,436.1,3.6253,0.0786,2026-06-03 12:51:57
p_ext_000345,800,134,95,35,13,235.7,515,235.7,3.6095,0.1063,2026-06-03 12:51:57
p_ext_000733,990,37,41,20,6,225.4,516,225.4,3.6011,0.0314,2026-06-03 12:51:57
p_ext_001356,427,65,16,11,2,111.9,517,111.9,3.594,0.0726,2026-06-03 12:51:57
p_ext_001236,421,8,21,30,0,98.9,518,98.9,3.5859,0.0466,2026-06-03 12:51:57
p_ext_001298,595,83,35,31,5,160.6,519,160.6,3.5757,0.083,2026-06-03 12:51:57
p_ext_000792,651,65,63,18,10,172.2,520,172.2,3.53,0.0706,2026-06-03 12:51:57
p_ext_000374,733,131,14,55,6,201.1,521,201.1,3.4829,0.0929,2026-06-03 12:51:57
p_ext_000854,250,20,24,19,1,67.0,522,67.0,3.465,0.0826,2026-06-03 12:51:57
p_ext_000766,487,36,2,14,6,111.6,523,111.6,3.4637,0.0347,2026-06-03 12:51:57
p_ext_001169,469,50,21,2,7,115.5,524,115.5,3.4433,0.0493,2026-06-03 12:51:57
p_ext_001903,249,37,6,1,4,62.9,525,62.9,3.4335,0.0574,2026-06-03 12:51:57
p_ext_001843,217,13,19,0,1,53.0,526,53.0,3.4324,0.0463,2026-06-03 12:51:57
p_ext_001992,401,51,6,20,0,101.3,527,101.3,3.4274,0.0665,2026-06-03 12:51:57
p_ext_001500,999,46,106,76,17,260.6,528,260.6,3.4189,0.0712,2026-06-03 12:51:57
p_ext_001380,1728,208,119,109,22,465.5,529,465.5,3.399,0.0823,2026-06-03 12:51:57
p_ext_000471,908,85,31,23,4,221.0,530,221.0,3.3985,0.051,2026-06-03 12:51:57
p_ext_001496,793,53,55,18,10,194.6,531,194.6,3.3976,0.0496,2026-06-03 12:51:57
p_ext_000461,632,71,4,40,1,156.9,532,156.9,3.3955,0.0631,2026-06-03 12:51:57
p_ext_000394,1091,64,66,57,6,268.6,533,268.6,3.3906,0.0559,2026-06-03 12:51:57
p_ext_000388,1016,79,79,28,8,256.2,534,256.2,3.3857,0.0586,2026-06-03 12:51:57
p_ext_001305,837,140,83,66,11,247.5,535,247.5,3.3536,0.1133,2026-06-03 12:51:57
p_ext_001367,779,24,17,32,6,174.5,536,174.5,3.3522,0.0302,2026-06-03 12:51:57
p_ext_001840,1109,165,30,17,10,283.7,537,283.7,3.3396,0.0638,2026-06-03 12:51:57
p_ext_001155,1218,93,43,33,17,291.0,538,291.0,3.3216,0.044,2026-06-03 12:51:57
p_ext_000578,1488,59,90,63,18,354.9,539,354.9,3.3203,0.0444,2026-06-03 12:51:57
p_ext_000596,2082,350,231,30,10,596.7,540,596.7,3.3161,0.0962,2026-06-03 12:51:57
p_ext_001275,637,70,63,30,3,173.3,541,173.3,3.2972,0.0837,2026-06-03 12:51:57
p_ext_000758,412,44,7,20,5,101.7,542,101.7,3.2967,0.057,2026-06-03 12:51:57
p_ext_000705,1348,83,43,51,18,317.6,543,317.6,3.2853,0.0417,2026-06-03 12:51:57
p_ext_001995,635,25,37,49,2,155.4,544,155.4,3.2612,0.0576,2026-06-03 12:51:57
p_ext_000397,560,34,57,36,9,146.5,545,146.5,3.254,0.0711,2026-06-03 12:51:57
p_ext_001386,842,66,20,53,13,204.8,546,204.8,3.2484,0.0535,2026-06-03 12:51:57
