behavior_id,user_id,post_id,action_type,action_weight,timestamp,dwell_time,time_period,location,device_type,scene,is_positive,source
b00022942,u_ext_00265,p_ext_001222,expose,0,2026-01-09 09:03:57,0,早上,教学区,mobile,考试周,0,expanded
b00000052,u_ext_00269,p_ext_001569,skip,-1,2026-01-09 09:22:57,2,早上,宿舍区,pc,午餐时间,0,expanded
b00028746,u_ext_00297,p_ext_001290,skip,-1,2026-01-09 09:59:57,2,早上,图书馆,tablet,考试周,0,expanded
b00004523,u_ext_00449,p_ext_001736,skip,-1,2026-01-09 10:01:57,8,早上,宿舍区,tablet,毕业季,0,expanded
b00027238,u_ext_00242,p_ext_001492,comment,3,2026-01-09 10:10:57,220,早上,宿舍区,pc,午餐时间,1,expanded
b00015371,dEtLYm1vTzYwWjZMdDlTNmdYdk5yWVNvb3FTTGRaMnZoYUdhb29pUnJkbXpqbjJObHJpWmE0VzV1clNZaXNsa2xiZUVhb1dlZktXWXIySjI=,p_ext_001202,dislike,-2,2026-01-09 10:20:57,8,早上,教学区,mobile,普通浏览,0,expanded
b00012379,u_ext_00139,p_ext_000598,skip,-1,2026-01-09 10:24:57,6,早上,教学区,pc,午餐时间,0,expanded
b00029967,dTRDQnNZTzZ4WXlVdXRETWhLK2tnWWlscGErYVpJaXJncDVxYll5Qng2NjFqcGF5bDdqRmE1S3F2cmlHb2M1a2k4K3FnWngyWjZtTnIySjI=,p_ext_000152,view,1,2026-01-09 10:25:57,129,早上,教学区,tablet,晚间学习,1,expanded
b00004825,u_ext_00340,p_ext_001587,dislike,-2,2026-01-09 10:36:57,7,早上,宿舍区,pc,午餐时间,0,expanded
b00010562,u_ext_00331,p_ext_000325,dislike,-2,2026-01-09 10:45:57,6,早上,校外,mobile,午餐时间,0,expanded
b00006302,u_ext_00425,2101528808,skip,-1,2026-01-09 11:03:57,3,中午,图书馆,tablet,毕业季,0,expanded
b00017380,u_ext_00330,p_ext_000351,skip,-1,2026-01-09 11:05:57,3,中午,校外,mobile,普通浏览,0,expanded
b00021252,u_ext_00308,2101110140,skip,-1,2026-01-09 11:10:57,8,中午,校外,pc,考试周,0,expanded
b00019439,dG4yZnBJaXJzcTUrcXE2b2wyZXNhSlc2aDIyTWlhR3dpcDkzYllPTnh0eTFwV051ZjdxU3BIN2N0ckdCZWJoNmhyZDhwWkNkZklXV3IySjI=,p_ext_000960,view,1,2026-01-09 11:18:57,46,中午,教学区,tablet,考试周,1,expanded
b00001018,u_ext_00465,p_ext_001802,skip,-1,2026-01-09 11:19:57,7,中午,教学区,pc,开学季,0,expanded
b00012942,u_ext_00134,p_ext_001661,skip,-1,2026-01-09 11:19:57,1,中午,图书馆,tablet,开学季,0,expanded
b00002557,u_ext_00269,p_ext_001845,skip,-1,2026-01-09 11:24:57,3,中午,宿舍区,tablet,午餐时间,0,expanded
b00006732,u_ext_00452,p_ext_001095,skip,-1,2026-01-09 11:26:57,3,中午,宿舍区,tablet,午餐时间,0,expanded
b00019656,u_ext_00347,p_ext_001888,skip,-1,2026-01-09 11:42:57,7,中午,图书馆,tablet,开学季,0,expanded
b00002714,u_ext_00245,p_ext_001393,expose,0,2026-01-09 12:06:57,0,中午,教学区,mobile,开学季,0,expanded
b00012077,u_ext_00230,p_ext_001323,skip,-1,2026-01-09 12:08:57,1,中午,图书馆,tablet,普通浏览,0,expanded
b00013116,u_ext_00188,p_ext_000328,skip,-1,2026-01-09 12:09:57,4,中午,食堂区,tablet,午餐时间,0,expanded
b00026162,u_ext_00376,p_ext_000692,skip,-1,2026-01-09 12:10:57,1,中午,宿舍区,pc,考试周,0,expanded
b00022624,dTJtZmdwZTIxYStUcUxYVGxHV1RvNGUzZUtLWmQ0ZHRpR2lJcVpsL3g3UERvb2l3bGRHcnE0UzRwcm1BZXErdWxaT0lzWVNFYjJpSmlXSjI=,2101610306,view,1,2026-01-09 12:18:57,83,中午,教学区,pc,普通浏览,1,expanded
b00010834,dzZXQmdJTzZsckNGdDVXcWZtaWtxSk81aUt1RmlZK3dpcUdhanBxbHZiKzBwWDE5bHFqSXJJS1VxdEdZbjdoN2c5dHJzbzJjaEltS2lXSjI=,p_ext_001533,view,1,2026-01-09 12:23:57,35,中午,教学区,mobile,考试周,1,expanded
b00010371,u_ext_00461,p_ext_000919,comment,3,2026-01-09 12:27:57,43,中午,宿舍区,pc,晚间学习,1,expanded
b00001961,u_ext_00329,p_ext_001380,skip,-1,2026-01-09 12:39:57,5,中午,图书馆,tablet,普通浏览,0,expanded
b00008323,u_ext_00153,p_ext_001591,skip,-1,2026-01-09 13:02:57,6,中午,图书馆,pc,考试周,0,expanded
b00015114,u_ext_00186,p_ext_001911,skip,-1,2026-01-09 13:04:57,7,中午,校外,mobile,晚间学习,0,expanded
b00000543,u_ext_00209,p_ext_001323,view,1,2026-01-09 13:10:57,118,中午,图书馆,tablet,考试周,1,expanded
b00015920,u_ext_00113,p_ext_001444,view,1,2026-01-09 13:14:57,37,中午,教学区,mobile,午餐时间,1,expanded
b00000839,u_ext_00217,2101110140,skip,-1,2026-01-09 13:22:57,2,中午,校外,pc,普通浏览,0,expanded
b00026648,u_ext_00207,p_ext_001138,skip,-1,2026-01-09 13:27:57,4,中午,教学区,mobile,晚间学习,0,expanded
b00026230,u_ext_00223,p_ext_001730,skip,-1,2026-01-09 13:34:57,8,中午,校外,mobile,普通浏览,0,expanded
b00013129,u_ext_00250,p_ext_000905,skip,-1,2026-01-09 13:40:57,8,中午,图书馆,mobile,毕业季,0,expanded
b00005677,u_ext_00276,p_ext_001618,skip,-1,2026-01-09 14:15:57,4,下午,教学区,pc,考试周,0,expanded
b00011115,dzQrWGhaYTV6V3FGdDlUTGdudW9yb1dUbld5TmhvQnFqbWlJcTQrbXk5SERwcHVobFpYVmdZYXBsYWlHZkp0K2hhcUVlcHVjWnFxRGVXSjI=,p_ext_000628,skip,-1,2026-01-09 14:22:57,6,下午,教学区,pc,普通浏览,0,expanded
b00007601,u_ext_00419,p_ext_000595,comment,3,2026-01-09 14:24:57,66,下午,宿舍区,tablet,普通浏览,1,expanded
b00011618,u_ext_00146,p_ext_000777,skip,-1,2026-01-09 14:48:57,1,下午,教学区,tablet,普通浏览,0,expanded
b00001476,u_ext_00236,p_ext_001995,view,1,2026-01-09 14:51:57,11,下午,图书馆,tablet,考试周,1,expanded
b00000347,u_ext_00186,p_ext_000233,skip,-1,2026-01-09 15:16:57,5,下午,校外,tablet,晚间学习,0,expanded
b00023163,u_ext_00485,p_ext_001697,skip,-1,2026-01-09 15:45:57,2,下午,校外,pc,晚间学习,0,expanded
b00022138,u_ext_00230,p_ext_001597,skip,-1,2026-01-09 16:00:57,3,下午,图书馆,mobile,午餐时间,0,expanded
b00013324,u_ext_00249,p_ext_001280,skip,-1,2026-01-09 16:17:57,1,下午,教学区,mobile,开学季,0,expanded
b00018081,u_ext_00483,p_ext_001202,skip,-1,2026-01-09 16:24:57,8,下午,教学区,mobile,晚间学习,0,expanded
b00009101,u_ext_00359,p_ext_001484,skip,-1,2026-01-09 16:28:57,8,下午,图书馆,pc,考试周,0,expanded
b00015082,u_ext_00335,p_ext_000549,skip,-1,2026-01-09 16:35:57,4,下午,宿舍区,mobile,开学季,0,expanded
b00027866,dUkyTmk0RGRzNnVHek5DbmlIeTRxSUtUb1cySlk1QnNsMldFa29la3ROaTFqblN4bHM2WlpvV1MxTnFHZkxTQmlMbUVnNDJkZUl1SGlXSjI=,p_ext_000107,dislike,-2,2026-01-09 16:54:57,5,下午,教学区,pc,晚间学习,0,expanded
b00025592,czQrTmdYK3FyNFdVcDh6S2xvcXdoNVRNZUdpUmQ1MXFsbWVIc1lPbHZidTFhNStSbHFtbmk0dTFuWldYb05LRmZOeUlpWnA1ZkllVnIySjI=,p_ext_001614,comment,3,2026-01-09 16:56:57,182,下午,教学区,pc,普通浏览,1,expanded
b00003515,d24rcmJvQzN4R2w4bEpuSmlaK3NncE9TaElHQ1k1cHVpWDJoc1lPUHJiTzdmWnVIakxuTmwzN05uYzJZZkxoOGhaS01yWTJyaktxRGVXSjI=,2101110140,like,2,2026-01-09 17:01:57,149,下午,教学区,pc,考试周,1,expanded
b00029673,u_ext_00351,2101587306,skip,-1,2026-01-09 17:03:57,7,下午,校外,pc,开学季,0,expanded
b00009307,u_ext_00311,p_ext_001450,skip,-1,2026-01-09 17:12:57,8,下午,校外,pc,考试周,0,expanded
b00022770,u_ext_00148,p_ext_000410,skip,-1,2026-01-09 17:17:57,6,下午,校外,pc,晚间学习,0,expanded
b00026575,u_ext_00332,p_ext_000906,skip,-1,2026-01-09 17:21:57,6,下午,食堂区,pc,开学季,0,expanded
b00001696,u_ext_00408,p_ext_000408,expose,0,2026-01-09 17:42:57,0,下午,图书馆,pc,开学季,0,expanded
b00027965,u_ext_00208,2101519846,view,1,2026-01-09 17:45:57,105,下午,食堂区,pc,普通浏览,1,expanded
b00024069,ckdsMWFvdlJyMzErdWJhdWlXYXNab0s2b29TUm5YaXRqYUJyc0lSOXRadkNhNXVRZnQzTlpvQ25zdEtOWjdDcmhiVnJrb1ZraUhxQmVXSjI=,p_ext_000487,like,2,2026-01-09 17:45:57,131,下午,教学区,pc,考试周,1,expanded
b00014883,u_ext_00228,p_ext_000518,skip,-1,2026-01-09 17:48:57,3,下午,校外,pc,考试周,0,expanded
b00001770,u_ext_00261,p_ext_001131,skip,-1,2026-01-09 17:50:57,2,下午,教学区,mobile,开学季,0,expanded
b00016887,u_ext_00143,2101521276,skip,-1,2026-01-09 18:05:57,8,晚上,教学区,mobile,晚间学习,0,expanded
b00022627,u_ext_00384,p_ext_001633,expose,0,2026-01-09 18:24:57,0,晚上,校外,pc,毕业季,0,expanded
b00007939,u_ext_00376,p_ext_000219,expose,0,2026-01-09 18:38:57,0,晚上,宿舍区,mobile,毕业季,0,expanded
b00026850,dEk2YnFKVzQyR2lTenE2NmlZM1NmWlRjbXFXTGVKbXZpM3Flc1pkcnZkckZhbm1JaHN5YXNKTzVzdHFOak5hbWhKV2VzcEdGZ0txS2lXSjI=,p_ext_001520,skip,-1,2026-01-09 18:45:57,6,晚上,教学区,tablet,午餐时间,0,expanded
b00005337,u_ext_00271,p_ext_001387,expose,0,2026-01-09 18:46:57,0,晚上,食堂区,pc,晚间学习,0,expanded
b00015862,u_ext_00137,p_ext_001025,like,2,2026-01-09 18:59:57,111,晚上,校外,pc,普通浏览,1,expanded
b00001064,u_ext_00185,p_ext_001475,skip,-1,2026-01-09 19:07:57,7,晚上,校外,pc,毕业季,0,expanded
b00017419,u_ext_00196,p_ext_000582,skip,-1,2026-01-09 19:09:57,5,晚上,教学区,tablet,午餐时间,0,expanded
b00004395,u_ext_00494,p_ext_000872,skip,-1,2026-01-09 19:18:57,1,晚上,图书馆,tablet,晚间学习,0,expanded
b00007995,u_ext_00133,p_ext_001841,skip,-1,2026-01-09 19:28:57,8,晚上,校外,tablet,晚间学习,0,expanded
b00014443,dHBCMW81U254WDZEemEyVmhhRGFkbjdPZ0lDUllwbHBsNHFtb1l0OXJiVERzb0J0ZjVhM2lwYTYwOU9WZkp0NWxLaUFqWkYwYjRlSWlXSjI=,p_ext_001592,skip,-1,2026-01-09 19:35:57,5,晚上,教学区,pc,考试周,0,expanded
b00029030,u_ext_00344,2101110140,skip,-1,2026-01-09 19:42:57,4,晚上,食堂区,pc,晚间学习,0,expanded
b00006469,dzVCMXI0WFB5WTJGbExYWGpZcTRub3FUb29LRllhNnRtWXVFaDRlUnk3ckZqNDJCaTlHM3JJdXB1dGFHZTZScGZxZUFhSm1Gbm02R2lXSjI=,p_ext_001613,skip,-1,2026-01-09 19:49:57,1,晚上,教学区,tablet,考试周,0,expanded
b00004377,u_ext_00278,p_ext_001095,skip,-1,2026-01-09 20:22:57,6,晚上,图书馆,tablet,开学季,0,expanded
b00011929,u_ext_00484,p_ext_001736,skip,-1,2026-01-09 20:32:57,2,晚上,宿舍区,mobile,开学季,0,expanded
b00014288,u_ext_00335,p_ext_001134,skip,-1,2026-01-09 20:35:57,7,晚上,宿舍区,tablet,毕业季,0,expanded
b00027085,u_ext_00369,p_ext_001336,skip,-1,2026-01-09 20:36:57,6,晚上,教学区,tablet,考试周,0,expanded
b00029587,u_ext_00484,p_ext_000447,dislike,-2,2026-01-09 20:43:57,3,晚上,宿舍区,tablet,开学季,0,expanded
b00008739,u_ext_00118,p_ext_000224,expose,0,2026-01-09 20:52:57,0,晚上,教学区,tablet,开学季,0,expanded
b00006641,u_ext_00230,p_ext_000844,skip,-1,2026-01-09 20:55:57,7,晚上,图书馆,mobile,普通浏览,0,expanded
b00003658,u_ext_00151,2101559269,expose,0,2026-01-09 21:05:57,0,晚上,校外,pc,考试周,0,expanded
b00025879,dGFKNGFZQ1QxWWFIMExiUWwyYTRoMzY0bW9lUmVLMXBsNkdMYVkyaTE5T3dmWmVFaGFpV3JwUE4zTGlJcjhxTWk2cWlzcG1Jakh1WHIySjI=,2101110140,comment,3,2026-01-09 21:17:57,178,晚上,教学区,pc,毕业季,1,expanded
b00003199,dUtSNWI0UzNxbWFTcU5DN2w2SzBwNUxQcW9lWW5LMnhpWXBtYkltQnRhckNhcU9qaTg2N2ZwSzUzTmVZaXE5bGdwSjRhWkdkcHF1S2lXSjI=,p_ext_000918,skip,-1,2026-01-09 21:17:57,5,晚上,教学区,pc,普通浏览,0,expanded
b00004293,u_ext_00298,p_ext_001947,skip,-1,2026-01-09 21:18:57,4,晚上,图书馆,tablet,午餐时间,0,expanded
b00012540,u_ext_00145,p_ext_000456,skip,-1,2026-01-09 21:34:57,8,晚上,宿舍区,tablet,毕业季,0,expanded
b00015723,u_ext_00162,p_ext_000375,skip,-1,2026-01-09 21:38:57,5,晚上,校外,mobile,午餐时间,0,expanded
b00011775,u_ext_00204,p_ext_001995,skip,-1,2026-01-09 21:49:57,2,晚上,图书馆,tablet,普通浏览,0,expanded
b00026886,u_ext_00490,p_ext_001205,skip,-1,2026-01-09 21:51:57,8,晚上,宿舍区,tablet,普通浏览,0,expanded
b00008068,u_ext_00151,p_ext_000454,view,1,2026-01-09 22:03:57,80,晚上,校外,mobile,晚间学习,1,expanded
b00006392,d24rcmJvQzN4R2w4bEpuSmlaK3NncE9TaElHQ1k1cHVpWDJoc1lPUHJiTzdmWnVIakxuTmwzN05uYzJZZkxoOGhaS01yWTJyaktxRGVXSjI=,2101508313,comment,3,2026-01-09 22:07:57,80,晚上,教学区,pc,午餐时间,1,expanded
b00028910,u_ext_00394,p_ext_001925,skip,-1,2026-01-09 22:12:57,1,晚上,图书馆,pc,毕业季,0,expanded
b00019718,u_ext_00259,p_ext_001889,skip,-1,2026-01-09 22:13:57,7,晚上,食堂区,mobile,晚间学习,0,expanded
b00023171,u_ext_00212,p_ext_000925,skip,-1,2026-01-09 22:24:57,7,晚上,校外,mobile,开学季,0,expanded
b00007437,u_ext_00487,p_ext_001440,skip,-1,2026-01-09 22:42:57,3,晚上,食堂区,tablet,普通浏览,0,expanded
b00013682,u_ext_00124,p_ext_001098,expose,0,2026-01-09 22:43:57,0,晚上,校外,mobile,考试周,0,expanded
b00008315,u_ext_00400,p_ext_001421,skip,-1,2026-01-09 23:13:57,2,深夜,图书馆,tablet,晚间学习,0,expanded
b00017934,u_ext_00273,p_ext_001534,view,1,2026-01-09 23:15:57,74,深夜,校外,mobile,普通浏览,1,expanded
b00024404,u_ext_00148,p_ext_001093,skip,-1,2026-01-09 23:21:57,6,深夜,校外,tablet,考试周,0,expanded
b00023373,u_ext_00338,p_ext_000456,skip,-1,2026-01-09 23:26:57,6,深夜,宿舍区,mobile,开学季,0,expanded
b00028075,u_ext_00180,p_ext_001915,skip,-1,2026-01-09 23:29:57,7,深夜,教学区,pc,毕业季,0,expanded
b00026876,u_ext_00172,p_ext_001993,view,1,2026-01-09 23:37:57,25,深夜,教学区,pc,午餐时间,1,expanded
b00016492,u_ext_00364,2101524138,dislike,-2,2026-01-09 23:38:57,7,深夜,校外,tablet,普通浏览,0,expanded
b00001652,u_ext_00319,p_ext_000430,skip,-1,2026-01-09 23:53:57,5,深夜,食堂区,pc,毕业季,0,expanded
b00017706,u_ext_00157,p_ext_001240,skip,-1,2026-01-09 23:55:57,7,深夜,图书馆,tablet,开学季,0,expanded
b00017950,cjQycmtJeTN0NGQrejh6Q2xuelNlSCszbm1pRWQ2Si9nbjEzcjRGcHNiYkNqYWVCbGMvTmdINlYxTXlCbzdkbWs2WjhyNWxoZkkyWHIySjI=,p_ext_000856,skip,-1,2026-01-09 23:55:57,1,深夜,教学区,pc,普通浏览,0,expanded
b00001867,u_ext_00342,p_ext_001730,skip,-1,2026-01-10 00:01:57,2,深夜,图书馆,pc,午餐时间,0,expanded
b00005336,u_ext_00122,p_ext_001750,skip,-1,2026-01-10 00:11:57,7,深夜,教学区,tablet,午餐时间,0,expanded
b00013467,dzVCMXI0WFB5WTJGbExYWGpZcTRub3FUb29LRllhNnRtWXVFaDRlTW01bXVzbml2aEpXU2tJak50ZGlNakxSNGtxZG5hSVI0ZkpLS2lXSjI=,p_ext_000514,skip,-1,2026-01-10 00:19:57,6,深夜,教学区,mobile,午餐时间,0,expanded
b00026535,u_ext_00445,p_ext_000640,skip,-1,2026-01-10 00:22:57,2,深夜,教学区,tablet,毕业季,0,expanded
b00003969,u_ext_00267,2101559833,skip,-1,2026-01-10 00:26:57,8,深夜,食堂区,mobile,考试周,0,expanded
b00003841,u_ext_00312,p_ext_000351,skip,-1,2026-01-10 00:37:57,8,深夜,教学区,mobile,考试周,0,expanded
b00025741,u_ext_00292,2101539504,skip,-1,2026-01-10 00:47:57,1,深夜,教学区,tablet,开学季,0,expanded
b00020188,dFd0MWZJbXFxNnVFcDZuWGdhQ3ZxNU9uZUlxUnE0eCtobjJFZ1p1bnZhNnlhSG1xbDZpV25vZTJ6NUtJWjZlc2tyZUFib2hobm4rSWlXSjI=,p_ext_000635,view,1,2026-01-10 01:15:57,112,深夜,教学区,tablet,考试周,1,expanded
b00029737,u_ext_00378,p_ext_000931,dislike,-2,2026-01-10 01:18:57,8,深夜,食堂区,tablet,开学季,0,expanded
b00021219,u_ext_00478,p_ext_001202,skip,-1,2026-01-10 01:19:57,7,深夜,校外,mobile,普通浏览,0,expanded
b00021556,u_ext_00143,p_ext_000849,skip,-1,2026-01-10 01:29:57,3,深夜,教学区,tablet,晚间学习,0,expanded
b00013413,u_ext_00426,p_ext_001310,dislike,-2,2026-01-10 01:32:57,4,深夜,宿舍区,tablet,晚间学习,0,expanded
b00001605,dFg2QmZJdVZxMzJIMExLemduM1NucE9VbG91Q1laQ1JpM3Q0cW9xT21LbTdnS04vaU16VWE1Yk50cWVOWjhhS2xzK3FiSXljbW4yTnIySjI=,p_ext_001014,view,1,2026-01-10 01:37:57,86,深夜,教学区,pc,毕业季,1,expanded
b00019667,u_ext_00189,p_ext_001313,skip,-1,2026-01-10 01:46:57,2,深夜,教学区,pc,午餐时间,0,expanded
b00029803,u_ext_00337,p_ext_001494,view,1,2026-01-10 01:54:57,26,深夜,食堂区,mobile,开学季,1,expanded
b00020940,cm82QnJvemRxbW1Va3JuYmpJdXNycFBRaUsrUWlZQjhsWHBqYXBoOXZiQzNmNDJIaHFxdmFZZlB5NVNHamNtdWhxWjBob2llaEpHWHIySjI=,p_ext_000408,skip,-1,2026-01-10 01:56:57,4,深夜,教学区,tablet,毕业季,0,expanded
b00004341,u_ext_00347,p_ext_000351,skip,-1,2026-01-10 02:02:57,1,深夜,图书馆,tablet,普通浏览,0,expanded
b00018200,dEthZmJaT29zMmlHcXNpWGpZdWpxNVROWTdDUmVLMnVtS0dXa0l5bXFicTFwbmx0aGJpdmpwUzRxWlNFWmJ5RGk4Mk1ocGgybW5xSGlXSjI=,p_ext_000408,skip,-1,2026-01-10 02:05:57,7,深夜,教学区,mobile,考试周,0,expanded
b00020587,u_ext_00478,p_ext_000311,skip,-1,2026-01-10 02:13:57,8,深夜,校外,mobile,毕业季,0,expanded
b00005326,u_ext_00141,p_ext_000228,skip,-1,2026-01-10 02:15:57,7,深夜,食堂区,pc,开学季,0,expanded
b00003195,cjVCNGE0ek5wNjZGenE3VGpXZTNaSC9PYzZxRmVJaXRpbnBucm9scXp0MjFnSUdobHJpbnNJV3AzS3lCb2M2bmc3aDByWTEzZjJxV3IySjI=,p_ext_000351,skip,-1,2026-01-10 02:19:57,6,深夜,教学区,pc,毕业季,0,expanded
b00023493,u_ext_00199,p_ext_001484,view,1,2026-01-10 02:19:57,62,深夜,图书馆,pc,毕业季,1,expanded
b00010353,u_ext_00477,p_ext_000741,skip,-1,2026-01-10 02:36:57,3,深夜,校外,pc,开学季,0,expanded
b00022016,u_ext_00153,p_ext_000510,skip,-1,2026-01-10 02:39:57,7,深夜,图书馆,mobile,毕业季,0,expanded
b00016312,u_ext_00261,p_ext_000133,skip,-1,2026-01-10 02:51:57,3,深夜,教学区,tablet,午餐时间,0,expanded
b00023941,u_ext_00266,p_ext_001503,skip,-1,2026-01-10 03:03:57,8,深夜,宿舍区,mobile,晚间学习,0,expanded
b00013619,u_ext_00440,p_ext_000233,skip,-1,2026-01-10 03:05:57,5,深夜,教学区,tablet,毕业季,0,expanded
b00003711,u_ext_00496,p_ext_001370,comment,3,2026-01-10 03:16:57,50,深夜,宿舍区,tablet,晚间学习,1,expanded
b00006562,u_ext_00109,p_ext_001428,skip,-1,2026-01-10 03:21:57,5,深夜,宿舍区,tablet,晚间学习,0,expanded
b00006322,u_ext_00476,p_ext_001615,skip,-1,2026-01-10 03:26:57,3,深夜,图书馆,pc,开学季,0,expanded
b00004174,u_ext_00390,p_ext_000115,skip,-1,2026-01-10 03:35:57,3,深夜,图书馆,pc,开学季,0,expanded
b00009438,u_ext_00377,p_ext_001202,skip,-1,2026-01-10 03:45:57,7,深夜,教学区,tablet,普通浏览,0,expanded
b00014506,dzR5RnNJVFFybWFHM0xhNWdudThvNHVuZzdDSmRZU3JnWXA0a28rano5M0ZqM21EbGMzRm5vaXBzWmFVWjVPRGlybU1tWkdJZ0c2WXIySjI=,p_ext_000329,expose,0,2026-01-10 03:47:57,0,深夜,教学区,pc,午餐时间,0,expanded
b00020894,u_ext_00438,p_ext_001756,skip,-1,2026-01-10 03:50:57,6,深夜,教学区,pc,毕业季,0,expanded
b00012824,u_ext_00391,p_ext_001344,skip,-1,2026-01-10 03:53:57,1,深夜,宿舍区,tablet,考试周,0,expanded
b00006847,czQrRmdaV3IwWW1FcHNpa2xwK2tycFduZUt1WVpKcUFqb2w4ajQyT25LeTRqWmVUZnBQVWFuK1NzdEdHbjg1K2k4MkVzSm1GaUhxRmlXSjI=,p_ext_001680,skip,-1,2026-01-10 03:59:57,5,深夜,教学区,pc,考试周,0,expanded
b00017029,u_ext_00443,p_ext_000290,skip,-1,2026-01-10 04:06:57,2,深夜,食堂区,tablet,晚间学习,0,expanded
b00015245,u_ext_00458,p_ext_001998,view,1,2026-01-10 04:14:57,94,深夜,图书馆,tablet,开学季,1,expanded
b00011518,u_ext_00134,2101110140,skip,-1,2026-01-10 04:31:57,3,深夜,图书馆,tablet,晚间学习,0,expanded
b00009209,u_ext_00269,p_ext_000830,skip,-1,2026-01-10 04:34:57,2,深夜,宿舍区,pc,普通浏览,0,expanded
b00019732,u_ext_00244,p_ext_000581,skip,-1,2026-01-10 04:41:57,4,深夜,食堂区,pc,毕业季,0,expanded
b00028703,cm9DQWJZYlF1MmFTdU15MWxtZXNhSkxPaUdpTG5vQ2tmNjkwYVl0cXo3MjNmNGx1bDdxdmZvWE9wczJFYU1wb2ZKU1dnSW1KZUpLVnIySjI=,p_ext_001154,skip,-1,2026-01-10 04:55:57,7,深夜,教学区,pc,午餐时间,0,expanded
b00018248,u_ext_00412,p_ext_000397,skip,-1,2026-01-10 04:56:57,4,深夜,图书馆,pc,考试周,0,expanded
b00021372,u_ext_00384,p_ext_000595,skip,-1,2026-01-10 04:58:57,8,深夜,校外,mobile,午餐时间,0,expanded
b00021616,u_ext_00320,p_ext_000971,like,2,2026-01-10 05:01:57,82,早上,校外,pc,开学季,1,expanded
b00006418,u_ext_00304,p_ext_000408,skip,-1,2026-01-10 05:28:57,3,早上,教学区,tablet,普通浏览,0,expanded
b00029066,u_ext_00473,p_ext_001715,view,1,2026-01-10 05:29:57,49,早上,食堂区,mobile,午餐时间,1,expanded
b00007798,u_ext_00341,p_ext_000194,skip,-1,2026-01-10 05:30:57,7,早上,教学区,tablet,开学季,0,expanded
b00001853,u_ext_00187,p_ext_001362,skip,-1,2026-01-10 05:53:57,5,早上,宿舍区,pc,开学季,0,expanded
b00003859,u_ext_00190,p_ext_001486,expose,0,2026-01-10 05:59:57,0,早上,教学区,mobile,午餐时间,0,expanded
b00023531,u_ext_00135,p_ext_000229,skip,-1,2026-01-10 06:13:57,4,早上,食堂区,tablet,考试周,0,expanded
b00016268,u_ext_00151,2101608154,skip,-1,2026-01-10 06:13:57,8,早上,校外,pc,晚间学习,0,expanded
b00022299,u_ext_00336,p_ext_001341,expose,0,2026-01-10 06:21:57,0,早上,教学区,tablet,午餐时间,0,expanded
b00027435,c3FLZnFaZTQxWitTekxLdGlYck9oSVdVWXJHUmhaNkNqcUpqZjVlaW5OWERhSjl1Z0x1em40VE9wcE9Kbjg2Z2dyaWVib2FJYjZXSWlXSjI=,2101506544,view,1,2026-01-10 06:40:57,16,早上,教学区,mobile,考试周,1,expanded
b00025415,u_ext_00276,p_ext_001696,skip,-1,2026-01-10 06:49:57,7,早上,教学区,mobile,普通浏览,0,expanded
b00011011,u_ext_00396,p_ext_001103,skip,-1,2026-01-10 06:55:57,7,早上,宿舍区,pc,开学季,0,expanded
b00022931,u_ext_00364,p_ext_001915,skip,-1,2026-01-10 07:00:57,5,早上,校外,mobile,午餐时间,0,expanded
b00004629,u_ext_00146,p_ext_000362,skip,-1,2026-01-10 07:06:57,6,早上,教学区,tablet,毕业季,0,expanded
b00005362,u_ext_00370,p_ext_001890,comment,3,2026-01-10 07:15:57,108,早上,教学区,mobile,考试周,1,expanded
b00026938,u_ext_00171,p_ext_001410,skip,-1,2026-01-10 07:27:57,3,早上,校外,tablet,考试周,0,expanded
b00024634,u_ext_00265,p_ext_000167,skip,-1,2026-01-10 07:47:57,4,早上,教学区,pc,毕业季,0,expanded
b00009962,u_ext_00232,p_ext_001935,view,1,2026-01-10 07:52:57,14,早上,图书馆,pc,考试周,1,expanded
b00026542,u_ext_00324,p_ext_001049,skip,-1,2026-01-10 07:58:57,5,早上,宿舍区,mobile,考试周,0,expanded
b00004252,u_ext_00394,p_ext_000550,skip,-1,2026-01-10 08:01:57,2,早上,图书馆,mobile,考试周,0,expanded
b00024781,u_ext_00275,p_ext_000640,view,1,2026-01-10 08:01:57,137,早上,图书馆,pc,开学季,1,expanded
b00012547,u_ext_00314,p_ext_000183,expose,0,2026-01-10 08:17:57,0,早上,食堂区,mobile,考试周,0,expanded
b00009396,u_ext_00202,p_ext_000841,skip,-1,2026-01-10 08:18:57,1,早上,图书馆,mobile,毕业季,0,expanded
b00003488,u_ext_00199,p_ext_000208,expose,0,2026-01-10 08:26:57,0,早上,图书馆,pc,晚间学习,0,expanded
b00002961,u_ext_00188,2101572645,expose,0,2026-01-10 08:29:57,0,早上,食堂区,tablet,晚间学习,0,expanded
b00009622,u_ext_00167,p_ext_001625,expose,0,2026-01-10 08:46:57,0,早上,校外,tablet,考试周,0,expanded
b00002290,u_ext_00110,p_ext_000682,skip,-1,2026-01-10 09:03:57,5,早上,食堂区,mobile,开学季,0,expanded
b00027992,u_ext_00250,p_ext_001249,skip,-1,2026-01-10 09:03:57,6,早上,图书馆,tablet,晚间学习,0,expanded
b00015782,u_ext_00237,p_ext_000330,skip,-1,2026-01-10 09:13:57,5,早上,食堂区,tablet,开学季,0,expanded
