user_id,long_term_tags,short_term_tags,preferred_boards,active_time_period,preferred_location,learning_interest_weight,life_interest_weight,social_interest_weight,career_interest_weight,avg_dwell_time,click_rate,like_rate,collect_rate,comment_rate,last_update_time
cjQycmtJeTN0NGQrejh6Q2xuelNlSCszbm1pRWQ2Si9nbjEzcjRGcHNiYkNqYWVCbGMvTmdINlYxTXlCbzdkbWs2WjhyNWxoZkkyWHIySjI=,求问|校园卡|宿舍|打印店|课程资料|南校|失物招领|证件,求问|课程资料|打印店|宿舍|校园卡|南校,问答求助|失物招领,早上,教学区,0.339178,0.660822,0.0,0.0,72.625,0.266667,0.1,0.033333,0.033333,2026-06-03 14:50:12
cm95WGhwZTZ1NFNLbE1pNGdaK25aNHJRZUt5YWRvQ2toWXBqczVlQW5KYTBwSW1TZ0x2RVozKzN6TFNDakp0bmxybUFoSmgxa0c2TGlXSjI=,校园卡|求问|宿舍|打印店|课程资料|租房|二手交易|教材,求问|校园卡,问答求助|二手交易,早上,教学区,0.0,0.0,0.0,0.0,55.5,0.15625,0.03125,0.03125,0.015625,2026-06-03 14:50:12
eFgyamdvR28xR2lTdWRqTmg2KzhuNFROcG9HYm5KQ0ppcCthZTVDUDB0MnZqNk9JaHMyamVvak12cWFYaXBPbWY4MmVrSW1lYjRPSWlXSjI=,宿舍|求问|校园卡|闲置|二手交易|打印店|课程资料|交友,二手交易|闲置|宿舍,问答求助|二手交易|恋爱交友,深夜,教学区,0.0,1.0,0.0,0.0,67.4,0.192308,0.076923,0.038462,0.019231,2026-06-03 14:50:12
dG1tSmZJZXJ1NEdEM01pMmpZcTBhcFMybm9pSW01MXRsWHlJcDRwK3FiMjRqNFJyaHBXbWFaU3F2czZHakxPdGc4OWpzb3FjZTJtSmlXSjI=,闲置|二手交易|租房|教材|南校|电动车|东校|保研,二手交易|闲置|南校,二手交易|考研保研,深夜,教学区,0.022783,0.977217,0.0,0.0,64.625,0.246154,0.076923,0.015385,0.046154,2026-06-03 14:50:12
d24rcmJvQzN4R2w4bEpuSmlaK3NncE9TaElHQ1k1cHVpWDJoc1lPUHJiTzdmWnVIakxuTmwzN05uYzJZZkxoOGhaS01yWTJyaktxRGVXSjI=,校园卡|求问|打印店|课程资料|宿舍|面试|简历|招聘,打印店|校园卡|求问|课程资料,问答求助|实习就业,晚上,教学区,0.980143,0.0,0.0,0.019857,68.545455,0.2,0.054545,0.018182,0.036364,2026-06-03 14:50:12
dG4yZnBJaXJzcTUrcXE2b2wyZXNhSlc2aDIyTWlhR3dpcDkzYllPTnh0eTFwV051ZjdxU3BIN2N0ckdCZWJoNmhyZDhwWkNkZklXV3IySjI=,闲置|租房|电动车|二手交易|教材|钥匙|失物招领|证件,闲置|租房|电动车|二手交易|教材|钥匙,二手交易|失物招领,早上,教学区,0.0,0.0,0.0,0.0,76.714286,0.152174,0.043478,0.0,0.043478,2026-06-03 14:50:12
dGFONWhJUE5xNkdEdWI2NWZtalNaWXFVZUxHTmg2S0FqV2RqZ0p1bng5bTBqNWVTbExtN2FYMlVsYkdJak01cGhhbUVlNXA1aEsyQ2VXSjI=,闲置|租房|二手交易|电动车|教材|课程资料|求问|宿舍,二手交易|租房|闲置|电动车,二手交易|问答求助,深夜,教学区,0.0,1.0,0.0,0.0,80.142857,0.215385,0.046154,0.015385,0.061538,2026-06-03 14:50:12
dEk2YnFKVzQyR2lTenE2NmlZM1NmWlRjbXFXTGVKbXZpM3Flc1pkcnZkckZhbm1JaHN5YXNKTzVzdHFOak5hbWhKV2VzcEdGZ0txS2lXSjI=,打印店|求问|宿舍|校园卡|课程资料|教材|电动车|租房,打印店|求问,问答求助|二手交易|竞赛科研|社团活动,早上,教学区,0.137641,0.862359,0.0,0.0,79.5625,0.253968,0.079365,0.0,0.047619,2026-06-03 14:50:12
dDZOa2ZJeTRyMzZIbExhV2hJbkdvbnlWbm8rRWlZdHJoNitla1pwcXhwcXpqV1NrbHF1anI0QzZxZHFOZk5xQWY4K0FqNGFIcHBtWXIySjI=,校园卡|求问|课程资料|宿舍|打印店|失物招领|钥匙|南校,校园卡|求问|课程资料|宿舍|打印店|失物招领,问答求助|失物招领,深夜,教学区,1.0,0.0,0.0,0.0,78.444444,0.147541,0.131148,0.032787,0.016393,2026-06-03 14:50:12
dG8yWGtaYlFyNCtHMExLUmxYcldhWlRRZUg2Wm0zaWxpSDJEc0kybXg4NjdwbjJPbGRDU3FJZW11czZYZWNaNmY3aUlmb3VmZUlLTGlXSjI=,求问|校园卡|打印店|课程资料|宿舍|兼职|薪资|招聘,求问|校园卡|打印店|课程资料|宿舍|兼职,问答求助|兼职实习|二手交易,晚上,教学区,0.0,0.923469,0.0,0.076531,93.428571,0.225806,0.064516,0.016129,0.016129,2026-06-03 14:50:12
eEtTZWJaYlExWHFJemFxWGhZdW9yb3ZNZjJtUW5vU0VpbzJXaEltbHVkQ3pvbzJ5bGRISmc1YTZ0c3VNak5LR2xMZVdyb1ZrbnBtSGlXSjI=,求问|校园卡|课程资料|宿舍|打印店|教学楼|钥匙|失物招领,求问|校园卡|课程资料|宿舍|打印店|教学楼,问答求助|失物招领|食堂生活,早上,教学区,0.0,0.0,0.0,0.0,70.5,0.347826,0.021739,0.043478,0.043478,2026-06-03 14:50:12
d21xQmg0aVRrbytHcXFxNm1JbkdwMzY2b2JDY25KbXdpNHllZzVtT201aXZhNStsbHMydXFJV25sSkdZb3Bkb2xaS0hycGlFYjRlSWlXSjI=,校园卡|求问|课程资料|打印店|宿舍|图书馆|租房|电动车,校园卡|求问|课程资料|打印店|宿舍|图书馆,问答求助|二手交易|恋爱交友|失物招领,深夜,教学区,0.0,0.993773,0.006227,0.0,74.117647,0.309091,0.109091,0.018182,0.018182,2026-06-03 14:50:12
dFh5ZXNvaVR5YStMdHNpbGw0M09vSWpQZklxTGg0OXNob3FFazVkOXFKYkVhcDV1aEx1emUzNlUwSzZHb0t5Q2lLYUFiSkNIakdtR2lXSjI=,校园卡|课程资料|求问|宿舍|打印店|二手交易|闲置|交友,课程资料|校园卡|宿舍|求问,问答求助|二手交易|恋爱交友,中午,教学区,0.955563,0.044437,0.0,0.0,81.8125,0.228571,0.071429,0.042857,0.042857,2026-06-03 14:50:12
c3BDRWE1YmRzNmFXdDVqWmlxUE9nWWpQZUg2RmVKNktsNHQ4azRlUXg5YXpmYUtyaEttcmZaT1NxcGVFcjdSOGc3YWFnSTJjYjJtWHIySjI=,求问|校园卡|宿舍|课程资料|打印店|搭子|活动|交友,搭子|活动|交友|拍照|羽毛球,问答求助|恋爱交友,深夜,教学区,0.266814,0.0,0.733186,0.0,74.470588,0.25,0.044118,0.044118,0.044118,2026-06-03 14:50:12
dDJ1WHNZQ25vMzJGdHI3UGlZck5aNFhRZUl1Sm5LcUpnb3hucVl5eno3QzRqcDZ3bE4yN3BwVGN2cStOWnNXcWlwT01wWVY1cGFxQmVXSjI=,408|考研|保研|二手交易|闲置|教材|租房|电动车,408|考研|保研|二手交易|教材|闲置,考研保研|二手交易|实习就业,早上,教学区,1.0,0.0,0.0,0.0,99.5,0.098361,0.04918,0.032787,0.04918,2026-06-03 14:50:12
eHFPRWJaV25xMnFUemE2bmxtYW5aSmFxZktXWllZaUJtWitJZll0K25OU3Zmbld3aDgydmlZWGNwWkdLbjhhaGg1S2VpSnRqZklHT3IySjI=,求问|校园卡|课程资料|打印店|宿舍|教材|电动车|闲置,打印店|课程资料|求问,问答求助|二手交易|校园生活|失物招领,早上,教学区,0.0,1.0,0.0,0.0,67.636364,0.150685,0.09589,0.027397,0.068493,2026-06-03 14:50:12
d24ramduK1VzcTkvdHI2VGdYbTRubjYzaUk2TllxS2ttWXQ4b28xK3ViU3prSXlyZzd1bmk1T24wTFNXZTlKM2Y1U1dpSXFHaEk2TGlXSjI=,求问|校园卡|打印店|宿舍|课程资料|校车|教材|二手交易,求问|校园卡,问答求助|校园生活|二手交易,深夜,教学区,0.0,1.0,0.0,0.0,62.692308,0.178082,0.013699,0.027397,0.027397,2026-06-03 14:50:12
c0h4NWlJelF0bXAvdHNlVmYyZkdqSlMzZ0lHWXE2S25pWHFXcklWKzI3akZmSmVBbHFtN3FaU25zcGFXbjZTTGhxbVphNFZob3FtSGlXSjI=,求问|打印店|校园卡|课程资料|宿舍|租房|二手交易|闲置,求问|打印店|校园卡|课程资料|宿舍|租房,问答求助|二手交易,下午,教学区,0.0,0.0,0.0,0.0,98.8,0.185185,0.055556,0.0,0.018519,2026-06-03 14:50:12
eFdsOWtZeXAwWDZWenE3UGpHWE9vWDZxZEpDT2Q2S0FtWXQ0cklGcms1ckdvNSt5ZlpTN2tJZVVycnFBWnFTbGs2cWFpWnlmaUh5SGlXSjI=,校园卡|求问|宿舍|课程资料|打印店|图书馆,校园卡|宿舍|课程资料|打印店|求问,问答求助,深夜,教学区,0.296035,0.703965,0.0,0.0,77.533333,0.202703,0.054054,0.040541,0.027027,2026-06-03 14:50:12
c0h4NWlJelF0bXAvdHNlVmYyZkdqSlMzZ0lHWXE2S25pWHFXckpwcDE3ZTJpMnlLbGN5YWpJdmJuY0tCbzgxa2dMZWloWTZJcHBHSGlXSjI=,求问|校园卡|打印店|宿舍|课程资料|校车|租房|闲置,求问|校园卡|打印店,问答求助|校园生活|二手交易,早上,教学区,0.0332,0.9668,0.0,0.0,69.166667,0.230769,0.019231,0.038462,0.076923,2026-06-03 14:50:12
dDMxb2E0ZmMxYU9XcWR5MGxJMjhwSDdRZElhTXFxcVpnbnlJaW9lbno3RzFmb21uZmQzTmlZUFF1ZGlJb05Hc2lwS2FpSU5qbldxWHIySjI=,校园卡|求问|宿舍|打印店|课程资料|东校|图书馆|408,宿舍|校园卡,问答求助|考研保研,早上,教学区,0.177334,0.822666,0.0,0.0,74.5,0.294118,0.044118,0.029412,0.044118,2026-06-03 14:50:12
dDZPbm8zMlZrb1NEbEsyVWdhQ3doWmE0aElPUW02SjdqYStBc3BlbnZadTFqcU9LZ0tpWnNJUzRzdGFNamRLQWtwV2FtWkZpZklhQ2VXSjI=,校园卡|求问|课程资料|宿舍|打印店|图书馆|校车,校园卡|打印店|课程资料|求问|宿舍,问答求助|校园生活,晚上,教学区,0.0,1.0,0.0,0.0,55.1875,0.25,0.03125,0.046875,0.03125,2026-06-03 14:50:12
dXFXbnJaU3FrcStTMjUzT2dhTFdvSWJOYTZDRVlZeVJnb3VJcllTQTA5ZXpmMmV5aTg2V3JJYlBxcEdCZkx5b2h0eWFiSmlibVd5RGVXSjI=,二手交易|闲置|教材|电动车|租房|东校|南校|宿舍,电动车|租房|教材|二手交易|闲置,二手交易|问答求助|课程评价,早上,教学区,0.0,0.0,0.0,0.0,83.533333,0.220588,0.117647,0.014706,0.029412,2026-06-03 14:50:12
c28rQmlJdlF4SzZIemE3YmdZM05aWk9UZEtTYVlZU0NoWXVpb3BxTnlwZkZwSUN6bGFlM1pvYTN6OXFLZk5xT2hMYUlvNG1HZklLSmlXSjI=,校园卡|求问|宿舍|打印店|课程资料|面试|简历|实习,课程资料|求问|宿舍|打印店|校园卡,问答求助|实习就业|竞赛科研,深夜,教学区,0.0,0.716215,0.0,0.283785,67.153846,0.276596,0.042553,0.021277,0.042553,2026-06-03 14:50:12
c21xQXM0dk5wNnVIdVptNWhXYThmMytuZ0tPRW4zaWtpSXByajVkK3FOKzBzbjJ4aGM2V25vV25uYytOamJTQ2Y3bXFoWkY0WjMrSWlXSjI=,校园卡|求问|宿舍|课程资料|打印店|失物招领|证件|校车,校园卡|求问|宿舍|课程资料|打印店|失物招领,问答求助|失物招领|校园生活,晚上,教学区,1.0,0.0,0.0,0.0,83.4375,0.25,0.09375,0.03125,0.046875,2026-06-03 14:50:12
czMxb2s1V3ExWWFIemN5bWhLR29wWWVTaktDSllXdDdpcUJqYnBta3RaYXVqMzE4bFphcmZuMlR6OW1XcjdDQWs3cUltWWlJWnJDWHIySjI=,宿舍|求问|打印店|课程资料|校园卡|校车|二手交易|教材,宿舍|求问|打印店|课程资料|校园卡|校车,问答求助|校园生活|二手交易,早上,教学区,0.0,0.0,0.0,0.0,60.3,0.149254,0.014925,0.0,0.044776,2026-06-03 14:50:12
dFk2aWE0UzVyNmVMdUw3UmxwK3dkNVc2aUgrTGRvaWlqcUtXczVxa3VhN0VqV05zaGFpdmczNlUwTHVGaXBPRWhzK2RycHFlakl1SmlXSjI=,校园卡|课程资料|打印店|求问|宿舍|南校|钥匙|证件,校园卡|打印店|课程资料|求问,问答求助|失物招领,早上,教学区,1.0,0.0,0.0,0.0,66.315789,0.387755,0.081633,0.020408,0.040816,2026-06-03 14:50:12
ckdsMWFvdlJyMzErdWJhdWlXYXNab0s2b29TUm5YaXRqYUJyc0lSOXRadkNhNXVRZnQzTlpvQ25zdEtOWjdDcmhiVnJrb1ZraUhxQmVXSjI=,搭子|活动|交友|拍照|羽毛球|面试|简历|就业,搭子|活动|交友|拍照|羽毛球|面试,恋爱交友|实习就业|失物招领,深夜,教学区,0.0,0.0,0.872206,0.127794,94.75,0.064516,0.129032,0.064516,0.032258,2026-06-03 14:50:12
dUkyTmk0RGRzNnVHek5DbmlIeTRxSUtUb1cySlk1QnNsMldFa29la3ROaTFqblN4bHM2WlpvV1MxTnFHZkxTQmlMbUVnNDJkZUl1SGlXSjI=,交友|搭子|活动|拍照|羽毛球|教材|电动车,交友|搭子|活动|拍照|羽毛球|教材,恋爱交友|二手交易,晚上,教学区,0.0,0.0,0.0,0.0,79.666667,0.210526,0.070175,0.052632,0.0,2026-06-03 14:50:12
cjJpcWJJblFyNE9UdHJLdWlHYTRqcFBPZEcyY25JQ3BpWHFlYnBlUXJiK3Zhb1dLaEpiUnJwV21wdHFGZTlLR2hhbDRxSnRrZUtHQ2VXSjI=,交友|活动|羽毛球|搭子|拍照|租房|教材|二手交易,交友|活动|羽毛球|搭子|拍照|租房,恋爱交友|二手交易|失物招领,深夜,教学区,0.0,0.0,1.0,0.0,66.0,0.181818,0.072727,0.0,0.0,2026-06-03 14:50:12
dXFWamFaUzQwV2VEdUxHU2w2T3paMytWb3BDYmlHdURoNHlkcTRtUHg2eXlwSUdMaEtxbnFZZTNyWlNHaXB1dGhLaWlnNE5rbm9HQmVXSjI=,求问|打印店|校园卡|宿舍|课程资料,打印店|求问|宿舍|校园卡,问答求助,下午,教学区,0.0,1.0,0.0,0.0,83.375,0.142857,0.035714,0.071429,0.017857,2026-06-03 14:50:12
dzMyYm9ZU3FrbmlTcXFyQ2xLTzBxWXZNZkdpUnE0dHNpV1ZucDRpUnFiVzFzV3l1Zzl5YW9YMlVtSkorWmJocGhwS1dzWkNHb21pWHIySjI=,搭子|交友|拍照|求问|羽毛球|课程资料|活动|校园卡,搭子|交友|拍照|求问|羽毛球|课程资料,恋爱交友|问答求助,早上,教学区,0.0,0.0,0.0,0.0,66.5,0.090909,0.045455,0.0,0.068182,2026-06-03 14:50:12
cjZGc2lJdTZwNCtGcWFxMWhwL0daWCtUaEtPYm5tYXZncTkwcDRGc3JKdkRvb2h0bEpXV29vVFFydGlKbjZpTmhKT2llcHRqbm51QmVXSjI=,羽毛球|拍照|搭子|活动|交友|志愿服务|社团|宿舍,羽毛球|拍照|搭子|活动|交友|志愿服务,恋爱交友|社团活动|问答求助,下午,教学区,0.0,0.0,0.0,0.0,74.571429,0.14,0.04,0.06,0.02,2026-06-03 14:50:12
c28ybnJJelEwSzZHbExhNWxZM09xSlBOYTRPTmlKQ0lsYUNtallSL3FkbXZrSmVwZzlDM2hYL1BzcytCaTZOcGZ0eUFwWnFmbld1WHIySjI=,校园卡|求问|宿舍|课程资料|打印店|租房|图书馆,校园卡|求问|宿舍|课程资料|打印店|租房,问答求助,深夜,教学区,0.0,1.0,0.0,0.0,83.916667,0.193548,0.064516,0.032258,0.048387,2026-06-03 14:50:12
dDQxa2k1T3JvNnlHcWEzWW1JcXZyWWFTaElDTWhacUxqWjkwaDVDenFhaTBmMmV2aUpTamdZU1Z2dG1VWlp1VmY3aUVhWnRqYjZxQ2VXSjI=,校园卡|宿舍|求问|课程资料|打印店|校车|搭子|交友,校园卡|宿舍,问答求助|校园生活|恋爱交友|学习交流,晚上,教学区,0.248338,0.751662,0.0,0.0,80.583333,0.206897,0.051724,0.0,0.068966,2026-06-03 14:50:12
dzZTYXE1YW9sbzZXdUwyV2dLQzBabnpjbW4rRllaNnVqcUNNaFlKc3pwbTRmNnR2ZzdxM2lJdTJwcXlZb2FSL2ZzMW5mbzZKcG1tRGVXSjI=,校园卡|求问|课程资料|打印店|宿舍|证件|钥匙|校园生活,求问|校园卡|课程资料|打印店,问答求助|失物招领|校园生活|二手交易,早上,教学区,0.636882,0.363118,0.0,0.0,77.894737,0.327586,0.12069,0.017241,0.0,2026-06-03 14:50:12
cm1pYmlZU3BycTJDemFtV2xHZk9wSXVWZ0txTmQ0T3FpNHlpaUppa3k2dTBmNTlzaTVhdmpaTzEyTk9LbzdTbWt0eDhvcGwzakgrWXIySjI=,求问|校园卡|宿舍|课程资料|打印店|闲置|电动车|教材,求问|校园卡,问答求助|二手交易|恋爱交友,早上,教学区,0.0,0.968197,0.031803,0.0,72.333333,0.25,0.083333,0.0,0.066667,2026-06-03 14:50:12
eEg5cnM1V1Z0NHlJcHFiU2phTFNybitVaUtxRm40K3hobWVlc1lTUnNkYkRvMlNobEpUSmE1Yk4wSmVXYU1hTGhjMXJybzE1b3FtT3IySjI=,校园卡|求问|打印店|宿舍|课程资料|食堂|校园生活|拼饭,校园卡|求问|打印店|宿舍|课程资料|校园生活,问答求助|食堂生活|校园生活,深夜,教学区,0.0,0.0,0.0,0.0,74.875,0.156863,0.117647,0.019608,0.039216,2026-06-03 14:50:12
cmJLYnM0UE96WCtWM0xxMGxLSFNmWWZOb251RW5YaU5ocU9Fb1ltQngrRERvNXQvaGFxM2VJUzR1dEtYaXBKb2ZKS2FxSVNGZklTS2lXSjI=,宿舍|校园卡|课程资料|求问|打印店|食堂|校车|校园生活,宿舍|校园卡|课程资料|求问|打印店|食堂,问答求助|校园生活,早上,教学区,0.0,0.0,0.0,0.0,72.333333,0.173077,0.076923,0.019231,0.0,2026-06-03 14:50:12
dDJsMWtaYTZ5WG1IdDZxbGdHWEdaWlNvbm1pRWVJU25ocU56YkptT3VkRzdwSFd6aTlDYWg1T3FxcXlXcjhaNWs1S1dxNHAxajJpTGlXSjI=,食堂|校园生活|拼饭|共享厨房|窗口测评|校车|宿舍|优惠,校园生活|食堂|拼饭|窗口测评|宿舍,校园生活|食堂生活|二手交易|问答求助,晚上,教学区,0.0,1.0,0.0,0.0,76.75,0.244898,0.081633,0.020408,0.040816,2026-06-03 14:50:12
u_ext_00101,求问|课程资料|打印店|宿舍|校园卡|考研|复试|学习经验,课程资料|求问|打印店,问答求助|考研保研|实习就业|校园生活,下午,食堂区,0.0,0.0,0.0,0.0,96.571429,0.106061,0.045455,0.015152,0.0,2026-06-03 14:50:12
u_ext_00102,二手交易|租房|教材|宿舍|校车|课程资料|电动车|闲置,租房|教材|二手交易,二手交易|校园生活|问答求助|实习就业,早上,宿舍区,0.0,1.0,0.0,0.0,88.375,0.135593,0.050847,0.016949,0.016949,2026-06-03 14:50:12
u_ext_00103,二手交易|租房|闲置|招聘|兼职|实习|家教|电动车,二手交易|租房|闲置|招聘|实习|家教,二手交易|兼职实习|问答求助|实习就业,晚上,宿舍区,0.0,0.0,0.0,1.0,79.714286,0.229508,0.065574,0.04918,0.065574,2026-06-03 14:50:12
u_ext_00104,二手交易|教材|租房|闲置|电动车|活动|交友|羽毛球,教材|二手交易|租房|闲置,二手交易|恋爱交友|校园生活|考研保研,早上,教学区,0.0,0.95227,0.04773,0.0,90.0,0.192308,0.076923,0.0,0.038462,2026-06-03 14:50:12
u_ext_00105,实习|招聘|薪资|兼职|家教|求问|打印店|简历,招聘|实习|薪资|家教|兼职|求问,兼职实习|问答求助|实习就业|考研保研,晚上,图书馆,0.0,0.0,1.0,0.0,99.466667,0.174419,0.023256,0.011628,0.011628,2026-06-03 14:50:12
u_ext_00106,校园卡|课程资料|宿舍|求问|打印店|保研|考研|二手交易,宿舍|校园卡|课程资料,问答求助|考研保研|二手交易,深夜,教学区,0.0,0.0,0.0,0.0,69.25,0.063492,0.047619,0.015873,0.015873,2026-06-03 14:50:12
u_ext_00107,租房|电动车|实习|闲置|教材|面试|简历|二手交易,租房|电动车|实习|闲置|教材|面试,二手交易|实习就业|校园生活|兼职实习,早上,校外,0.352484,0.0,0.0,0.647516,43.3,0.169492,0.084746,0.033898,0.033898,2026-06-03 14:50:12
u_ext_00108,校园卡|求问|学习经验|课程资料|宿舍|408|保研|考研,校园卡|求问|学习经验|课程资料|宿舍|408,问答求助|考研保研|二手交易|校园生活,早上,教学区,0.0,0.0,0.0,0.0,66.5,0.123077,0.061538,0.0,0.046154,2026-06-03 14:50:12
u_ext_00109,实习|招聘|二手交易|闲置|兼职|家教|学习经验|求问,实习|招聘|二手交易|闲置|兼职|家教,二手交易|兼职实习|考研保研|问答求助,深夜,宿舍区,0.0,0.0,0.0,0.0,76.8,0.083333,0.033333,0.016667,0.0,2026-06-03 14:50:12
u_ext_00110,二手交易|教材|求问|课程资料|打印店|宿舍|校园卡|租房,教材|二手交易|求问|课程资料|打印店|宿舍,二手交易|问答求助|校园生活,深夜,食堂区,0.0,0.0,0.0,0.0,46.454545,0.22,0.02,0.0,0.0,2026-06-03 14:50:12
u_ext_00111,电动车|二手交易|教材|闲置|租房|实习|招聘|兼职,电动车|二手交易|教材|闲置|租房|实习,二手交易|兼职实习|问答求助|恋爱交友,深夜,校外,0.0,0.5407,0.0,0.4593,81.384615,0.240741,0.055556,0.055556,0.018519,2026-06-03 14:50:12
u_ext_00112,电动车|租房|二手交易|闲置|教材|招聘|实习|兼职,电动车|租房|二手交易|闲置|教材|招聘,二手交易|兼职实习|问答求助|实习就业,深夜,教学区,0.0,0.0,0.0,0.0,77.571429,0.107692,0.030769,0.015385,0.015385,2026-06-03 14:50:12
u_ext_00113,二手交易|租房|电动车|闲置|招聘|教材|实习|就业,租房|二手交易|电动车,二手交易|实习就业|兼职实习,早上,教学区,0.0,1.0,0.0,0.0,66.083333,0.20339,0.016949,0.0,0.033898,2026-06-03 14:50:12
u_ext_00114,复试|保研|课程资料|宿舍|求问|校园卡|打印店|租房,复试|保研|课程资料|宿舍|求问|校园卡,考研保研|问答求助|二手交易|竞赛科研,晚上,宿舍区,0.0,0.0,0.0,0.0,79.111111,0.145161,0.016129,0.032258,0.0,2026-06-03 14:50:12
u_ext_00115,租房|电动车|教材|二手交易|闲置|薪资|兼职|招聘,租房|电动车|教材|二手交易,二手交易|兼职实习|问答求助|考研保研,深夜,宿舍区,0.0,1.0,0.0,0.0,76.636364,0.22,0.08,0.0,0.06,2026-06-03 14:50:12
u_ext_00116,租房|二手交易|教材|求问|校园卡|南校|闲置|电动车,租房|二手交易|教材|求问|校园卡|南校,二手交易|问答求助|实习就业|兼职实习,早上,图书馆,0.0,0.0,0.0,0.0,58.666667,0.142857,0.031746,0.015873,0.015873,2026-06-03 14:50:12
u_ext_00117,租房|教材|二手交易|电动车|闲置|实习|招聘|兼职,二手交易|租房|教材|闲置|电动车|兼职,二手交易|兼职实习|问答求助|考研保研,晚上,教学区,0.0,0.0,1.0,0.0,86.083333,0.193548,0.064516,0.0,0.032258,2026-06-03 14:50:12
u_ext_00118,实习|面试|招聘|就业|简历|二手交易|电动车|闲置,简历|实习|招聘|就业|面试|二手交易,实习就业|二手交易,晚上,教学区,0.0,0.0,0.0,1.0,87.375,0.112676,0.014085,0.014085,0.014085,2026-06-03 14:50:12
u_ext_00119,租房|闲置|二手交易|课程资料|教材|校园卡|宿舍|打印店,租房|闲置|二手交易,二手交易|问答求助|校园生活,晚上,宿舍区,0.0,1.0,0.0,0.0,74.454545,0.177419,0.064516,0.0,0.016129,2026-06-03 14:50:12
u_ext_00120,课程资料|求问|打印店|宿舍|校园生活|共享厨房|校园卡|校车,课程资料|求问|打印店|宿舍|共享厨房|校园生活,问答求助|校园生活,深夜,校外,0.0,0.0,0.0,0.0,72.333333,0.115385,0.038462,0.019231,0.019231,2026-06-03 14:50:12
u_ext_00121,课程资料|打印店|求问|校园卡|宿舍|闲置|教材|电动车,校园卡|求问|宿舍|打印店|课程资料,问答求助|二手交易|校园生活,深夜,宿舍区,0.0,0.0,0.0,0.0,72.230769,0.19403,0.029851,0.0,0.014925,2026-06-03 14:50:12
u_ext_00122,实习|家教|薪资|二手交易|招聘|闲置|兼职|活动,家教|实习|薪资|二手交易|招聘|闲置,兼职实习|二手交易|社团活动|问答求助,中午,教学区,0.0,0.0,0.036982,0.963018,53.25,0.126984,0.015873,0.015873,0.015873,2026-06-03 14:50:12
u_ext_00123,租房|闲置|电动车|二手交易|教材|兼职|招聘|实习,租房|闲置|电动车|二手交易|教材|实习,二手交易|兼职实习|校园生活|问答求助,深夜,图书馆,0.0,0.0,0.0,1.0,95.5,0.105263,0.035088,0.0,0.122807,2026-06-03 14:50:12
u_ext_00124,课程资料|打印店|校园卡|学习经验|考试|复习资料|学习交流|求问,课程资料|打印店|校园卡|学习经验|考试|复习资料,问答求助|学习交流|二手交易,深夜,校外,0.0,0.0,0.0,0.0,81.625,0.119403,0.044776,0.014925,0.0,2026-06-03 14:50:12
u_ext_00125,交友|志愿服务|社团|招新|活动|求问|校园卡|教材,交友|志愿服务|社团|招新|活动,社团活动|问答求助|二手交易|实习就业,深夜,图书馆,0.0,0.0,1.0,0.0,74.875,0.145455,0.018182,0.018182,0.0,2026-06-03 14:50:12
u_ext_00126,租房|电动车|教材|闲置|二手交易|招聘|家教|薪资,教材|二手交易|租房|电动车|闲置|薪资,二手交易|兼职实习|实习就业|课程评价,早上,校外,0.0,0.0,0.0,1.0,69.2,0.178571,0.053571,0.0,0.017857,2026-06-03 14:50:12
u_ext_00127,租房|电动车|闲置|二手交易|教材|实习|招聘|求问,租房|电动车|闲置|二手交易|教材|招聘,二手交易|实习就业|问答求助|兼职实习,早上,图书馆,0.0,0.0,0.0,0.0,48.333333,0.050847,0.033898,0.016949,0.067797,2026-06-03 14:50:12
u_ext_00128,宿舍|求问|交友|搭子|打印店|选课|老师|给分,宿舍|求问|交友|搭子|打印店|老师,问答求助|恋爱交友|课程评价|校园生活,深夜,图书馆,0.0,0.0,0.0,0.0,60.6,0.089286,0.071429,0.017857,0.0,2026-06-03 14:50:12
u_ext_00129,课程资料|校园卡|租房|二手交易|教材|闲置|宿舍|电动车,校园卡|课程资料,问答求助|二手交易|校园生活,早上,教学区,0.0,1.0,0.0,0.0,88.666667,0.055556,0.055556,0.018519,0.0,2026-06-03 14:50:12
u_ext_00130,教材|电动车|学习经验|复试|保研|考研|408|实习,保研|408|考研|复试|学习经验,二手交易|考研保研|兼职实习|实习就业,深夜,教学区,0.0,0.0,1.0,0.0,77.0,0.138462,0.0,0.015385,0.015385,2026-06-03 14:50:12
u_ext_00131,选课|给分|课程评价|校园生活|拼饭|窗口测评|老师|优惠,选课|给分|课程评价|校园生活|拼饭|窗口测评,课程评价|食堂生活|校园生活|问答求助,早上,图书馆,1.0,0.0,0.0,0.0,57.75,0.066667,0.016667,0.016667,0.033333,2026-06-03 14:50:12
u_ext_00132,二手交易|教材|闲置|求问|课程资料|打印店|宿舍|租房,二手交易|教材|闲置|求问|打印店|课程资料,二手交易|问答求助,早上,宿舍区,0.0,0.0,0.0,0.0,65.166667,0.125,0.0,0.020833,0.0,2026-06-03 14:50:12
u_ext_00133,面试|实习|优惠|窗口测评|校园生活|食堂|拼饭|租房,面试|实习|优惠|窗口测评|校园生活|食堂,实习就业|食堂生活|二手交易|问答求助,早上,校外,0.0,0.311767,0.0,0.688233,88.833333,0.12,0.06,0.04,0.0,2026-06-03 14:50:12
